city,No,Kota,Eksperimen,MAE,RMSE,MSE,MAPE(%),R2,LAGS,ROLLS,Train_Time,CV_Gap
Kota_Medan,10,Kota Medan,lag14_roll30,200.1723,262.2174,68757.9615,1.01,0.8373,"[1, 14]",[30],00:00:04,30
Kota_Medan,11,Kota Medan,lag7_roll30,213.1418,276.7052,76565.7464,1.08,0.8189,"[1, 7]",[30],00:00:04,30
Kota_Medan,12,Kota Medan,lag1,309.2164,368.5865,135856.0073,1.57,0.6786,[1],[],00:00:05,1
Kota_Metro,1,Kota Metro,lag7_roll7,101.4709,134.0501,17969.4327,0.5,0.9924,"[1, 7]",[7],00:00:06,7
Kota_Metro,2,Kota Metro,lag14_roll7,100.2693,134.6692,18135.7963,0.5,0.9923,"[1, 14]",[7],00:00:05,14
Kota_Metro,3,Kota Metro,lag7,102.6226,136.3345,18587.0937,0.51,0.9921,"[1, 7]",[],00:00:05,7
Kota_Metro,4,Kota Metro,lag14,99.8824,136.2094,18553.0088,0.49,0.9921,"[1, 14]",[],00:00:05,14
Kota_Metro,5,Kota Metro,lag1,98.3537,138.7376,19248.1335,0.49,0.9918,[1],[],00:00:05,1
Kota_Metro,6,Kota Metro,lag30_roll30,100.8531,139.8668,19562.7252,0.5,0.9917,"[1, 30]",[30],00:00:06,30
Kota_Metro,7,Kota Metro,lag30,105.5767,140.4133,19715.89,0.53,0.9916,"[1, 30]",[],00:00:05,30
Kota_Metro,8,Kota Metro,lag30_roll7,106.5597,140.9871,19877.3698,0.53,0.9915,"[1, 30]",[7],00:00:06,30
Kota_Metro,9,Kota Metro,lag7_roll30,103.0119,143.0872,20473.9559,0.51,0.9913,"[1, 7]",[30],00:00:06,30
Kota_Metro,10,Kota Metro,lag14_roll30,104.9306,145.8275,21265.6467,0.52,0.991,"[1, 14]",[30],00:00:06,30
Kota_Metro,11,Kota Metro,lag1_roll7,119.4293,149.1836,22255.748,0.6,0.9905,[1],[7],00:00:05,7
Kota_Metro,12,Kota Metro,lag1_roll30,120.5286,158.258,25045.5962,0.6,0.9893,[1],[30],00:00:06,30
Kota_Meulaboh,1,Kota Meulaboh,lag14,65.7723,94.7128,8970.5093,0.33,0.9844,"[1, 14]",[],00:00:05,14
Kota_Meulaboh,2,Kota Meulaboh,lag14_roll7,68.8572,97.6097,9527.6572,0.34,0.9834,"[1, 14]",[7],00:00:05,14
Kota_Meulaboh,3,Kota Meulaboh,lag7_roll7,70.4206,98.5306,9708.2768,0.35,0.9831,"[1, 7]",[7],00:00:04,7
Kota_Meulaboh,4,Kota Meulaboh,lag7,70.8466,99.2457,9849.7074,0.35,0.9828,"[1, 7]",[],00:00:04,7
Kota_Meulaboh,5,Kota Meulaboh,lag7_roll30,72.2604,100.5675,10113.8225,0.36,0.9824,"[1, 7]",[30],00:00:05,30
Kota_Meulaboh,6,Kota Meulaboh,lag1_roll7,74.2176,101.1986,10241.1613,0.37,0.9822,[1],[7],00:00:05,7
Kota_Meulaboh,7,Kota Meulaboh,lag1,73.2129,104.1376,10844.6477,0.36,0.9811,[1],[],00:00:05,1
Kota_Meulaboh,8,Kota Meulaboh,lag14_roll30,71.5108,104.2587,10869.8737,0.36,0.9811,"[1, 14]",[30],00:00:07,30
Kota_Meulaboh,9,Kota Meulaboh,lag30,78.5009,105.7601,11185.2012,0.39,0.9805,"[1, 30]",[],00:00:05,30
Kota_Meulaboh,10,Kota Meulaboh,lag30_roll30,81.0739,108.894,11857.9128,0.4,0.9793,"[1, 30]",[30],00:00:07,30
Kota_Meulaboh,11,Kota Meulaboh,lag30_roll7,83.6637,112.1697,12582.0392,0.41,0.9781,"[1, 30]",[7],00:00:05,30
Kota_Meulaboh,12,Kota Meulaboh,lag1_roll30,86.1089,116.9596,13679.558,0.43,0.9762,[1],[30],00:00:05,30
Kota_Padang,1,Kota Padang,lag1_roll30,69.7197,90.3337,8160.172,0.35,0.9888,[1],[30],00:00:05,30
Kota_Padang,2,Kota Padang,lag30_roll7,95.4385,118.6931,14088.0604,0.48,0.9806,"[1, 30]",[7],00:00:05,30
Kota_Padang,3,Kota Padang,lag30,95.966,119.3508,14244.6135,0.49,0.9804,"[1, 30]",[],00:00:05,30
Kota_Padang,4,Kota Padang,lag30_roll30,95.966,119.3508,14244.6135,0.49,0.9804,"[1, 30]",[30],00:00:05,30
Kota_Padang,5,Kota Padang,lag14_roll30,97.0601,121.1586,14679.4041,0.49,0.9798,"[1, 14]",[30],00:00:05,30
Kota_Padang,6,Kota Padang,lag7_roll30,97.2614,121.3072,14715.4375,0.49,0.9797,"[1, 7]",[30],00:00:05,30
Kota_Padang,7,Kota Padang,lag14,101.7266,126.604,16028.573,0.52,0.9779,"[1, 14]",[],00:00:05,14
Kota_Padang,8,Kota Padang,lag14_roll7,101.6482,126.5501,16014.9195,0.52,0.9779,"[1, 14]",[7],00:00:05,14
Kota_Padang,9,Kota Padang,lag7,178.5618,199.6044,39841.9065,0.91,0.9451,"[1, 7]",[],00:00:06,7
Kota_Padang,10,Kota Padang,lag7_roll7,179.619,200.724,40290.133,0.92,0.9445,"[1, 7]",[7],00:00:06,7
Kota_Padang,11,Kota Padang,lag1,200.2187,219.862,48339.2831,1.02,0.9334,[1],[],00:00:05,1
Kota_Padang,12,Kota Padang,lag1_roll7,199.7757,222.3971,49460.4645,1.02,0.9319,[1],[7],00:00:05,7
Kota_Padang_Sidempuan,1,Kota Padang Sidempuan,lag1,170.999,199.4136,39765.7756,0.87,0.645,[1],[],00:00:05,1
Kota_Padang_Sidempuan,2,Kota Padang Sidempuan,lag30,170.6423,207.826,43191.6602,0.87,0.6144,"[1, 30]",[],00:00:04,30
Kota_Padang_Sidempuan,3,Kota Padang Sidempuan,lag14_roll7,174.2758,211.6827,44809.5691,0.89,0.6,"[1, 14]",[7],00:00:05,14
Kota_Padang_Sidempuan,4,Kota Padang Sidempuan,lag14,175.3023,212.0142,44950.0121,0.89,0.5987,"[1, 14]",[],00:00:05,14
Kota_Padang_Sidempuan,5,Kota Padang Sidempuan,lag1_roll7,177.382,213.7093,45671.6512,0.91,0.5923,[1],[7],00:00:05,7
Kota_Padang_Sidempuan,6,Kota Padang Sidempuan,lag7,188.0542,220.2354,48503.6447,0.96,0.567,"[1, 7]",[],00:00:05,7
Kota_Padang_Sidempuan,7,Kota Padang Sidempuan,lag7_roll7,191.8048,221.4952,49060.1164,0.98,0.562,"[1, 7]",[7],00:00:05,7
Kota_Padang_Sidempuan,8,Kota Padang Sidempuan,lag30_roll30,187.0583,229.0359,52457.4415,0.95,0.5317,"[1, 30]",[30],00:00:05,30
Kota_Padang_Sidempuan,9,Kota Padang Sidempuan,lag7_roll30,188.4705,231.1429,53427.0196,0.96,0.5231,"[1, 7]",[30],00:00:06,30
Kota_Padang_Sidempuan,10,Kota Padang Sidempuan,lag14_roll30,190.8885,232.0079,53827.6613,0.97,0.5195,"[1, 14]",[30],00:00:05,30
Kota_Padang_Sidempuan,11,Kota Padang Sidempuan,lag30_roll7,193.2797,233.0021,54289.9797,0.99,0.5154,"[1, 30]",[7],00:00:05,30
Kota_Padang_Sidempuan,12,Kota Padang Sidempuan,lag1_roll30,191.6379,234.2687,54881.8022,0.98,0.5101,[1],[30],00:00:05,30
Kota_Palangkaraya,1,Kota Palangkaraya,lag30_roll7,71.4915,91.7839,8424.2836,0.34,0.9681,"[1, 30]",[7],00:00:05,30
Kota_Palangkaraya,2,Kota Palangkaraya,lag30,70.4506,95.4147,9103.9583,0.33,0.9655,"[1, 30]",[],00:00:05,30
Kota_Palangkaraya,3,Kota Palangkaraya,lag30_roll30,75.729,101.9565,10395.1341,0.36,0.9606,"[1, 30]",[30],00:00:05,30
Kota_Palangkaraya,4,Kota Palangkaraya,lag14_roll30,90.4567,115.2475,13281.9833,0.42,0.9497,"[1, 14]",[30],00:00:04,30
Kota_Palangkaraya,5,Kota Palangkaraya,lag7_roll30,110.1986,132.4228,17535.8098,0.52,0.9336,"[1, 7]",[30],00:00:05,30
Kota_Palangkaraya,6,Kota Palangkaraya,lag1_roll30,110.1142,132.6694,17601.1823,0.52,0.9333,[1],[30],00:00:05,30
Kota_Palangkaraya,7,Kota Palangkaraya,lag7,168.7272,183.6837,33739.6996,0.79,0.8722,"[1, 7]",[],00:00:05,7
Kota_Palangkaraya,8,Kota Palangkaraya,lag7_roll7,168.6148,183.717,33751.9307,0.79,0.8722,"[1, 7]",[7],00:00:05,7
Kota_Palangkaraya,9,Kota Palangkaraya,lag14,569.4654,585.9528,343340.6254,2.68,-0.3005,"[1, 14]",[],00:00:05,14
Kota_Palangkaraya,10,Kota Palangkaraya,lag14_roll7,569.7576,586.3978,343862.3608,2.69,-0.3025,"[1, 14]",[7],00:00:05,14
Kota_Palangkaraya,11,Kota Palangkaraya,lag1,596.9207,672.9663,452883.6301,2.79,-0.7155,[1],[],00:00:04,1
Kota_Palangkaraya,12,Kota Palangkaraya,lag1_roll7,608.5852,685.5176,469934.4107,2.85,-0.78,[1],[7],00:00:05,7
Kota_Palembang,1,Kota Palembang,lag7_roll7,292.3017,423.2198,179115.0341,1.25,0.7173,"[1, 7]",[7],00:00:04,7
Kota_Palembang,2,Kota Palembang,lag1,296.6843,427.9037,183101.5767,1.27,0.711,[1],[],00:00:05,1
Kota_Palembang,3,Kota Palembang,lag7,305.3823,440.9885,194470.8537,1.31,0.693,"[1, 7]",[],00:00:04,7
Kota_Palembang,4,Kota Palembang,lag30,315.416,451.1168,203506.3793,1.35,0.6788,"[1, 30]",[],00:00:05,30
Kota_Palembang,5,Kota Palembang,lag14,319.9961,457.096,208936.7333,1.37,0.6702,"[1, 14]",[],00:00:05,14
Kota_Palembang,6,Kota Palembang,lag30_roll30,322.9814,458.6702,210378.3478,1.38,0.6679,"[1, 30]",[30],00:00:04,30
Kota_Palembang,7,Kota Palembang,lag14_roll7,348.9629,487.1533,237318.3824,1.5,0.6254,"[1, 14]",[7],00:00:04,14
Kota_Palembang,8,Kota Palembang,lag1_roll7,336.595,492.4164,242473.9014,1.44,0.6173,[1],[7],00:00:04,7
Kota_Palembang,9,Kota Palembang,lag1_roll30,377.0224,508.967,259047.3873,1.62,0.5911,[1],[30],00:00:05,30
Kota_Palembang,10,Kota Palembang,lag7_roll30,377.0163,508.9626,259042.9756,1.62,0.5911,"[1, 7]",[30],00:00:04,30
Kota_Palembang,11,Kota Palembang,lag14_roll30,377.0224,508.967,259047.3873,1.62,0.5911,"[1, 14]",[30],00:00:04,30
Kota_Palembang,12,Kota Palembang,lag30_roll7,375.6232,512.8896,263055.7915,1.61,0.5848,"[1, 30]",[7],00:00:05,30
Kota_Palu,1,Kota Palu,lag1,115.1216,168.639,28439.1211,0.55,0.9345,[1],[],00:00:05,1
Kota_Palu,2,Kota Palu,lag1_roll7,121.6531,168.6174,28431.8203,0.58,0.9345,[1],[7],00:00:05,7
Kota_Palu,3,Kota Palu,lag14_roll7,108.9337,168.598,28425.2976,0.52,0.9345,"[1, 14]",[7],00:00:05,14
Kota_Palu,4,Kota Palu,lag14,112.0886,169.7016,28798.6491,0.54,0.9337,"[1, 14]",[],00:00:05,14
Kota_Palu,5,Kota Palu,lag14_roll30,128.0724,180.8465,32705.4504,0.61,0.9247,"[1, 14]",[30],00:00:05,30
Kota_Palu,6,Kota Palu,lag7_roll30,128.2554,180.9383,32738.6528,0.61,0.9246,"[1, 7]",[30],00:00:05,30
Kota_Palu,7,Kota Palu,lag1_roll30,128.2919,181.2151,32838.9198,0.61,0.9244,[1],[30],00:00:05,30
Kota_Palu,8,Kota Palu,lag7,138.36,203.9114,41579.8602,0.66,0.9042,"[1, 7]",[],00:00:04,7
Kota_Palu,9,Kota Palu,lag7_roll7,146.5217,209.2366,43779.9692,0.7,0.8992,"[1, 7]",[7],00:00:05,7
Kota_Palu,10,Kota Palu,lag30_roll7,153.4648,226.4573,51282.9284,0.73,0.8819,"[1, 30]",[7],00:00:05,30
Kota_Palu,11,Kota Palu,lag30_roll30,155.6134,226.7254,51404.3858,0.74,0.8816,"[1, 30]",[30],00:00:05,30
Kota_Palu,12,Kota Palu,lag30,155.1292,227.017,51536.734,0.74,0.8813,"[1, 30]",[],00:00:04,30
Kota_Pangkalpinang,1,Kota Pangkalpinang,lag30,94.9996,126.7662,16069.6759,0.5,0.9714,"[1, 30]",[],00:00:05,30
Kota_Pangkalpinang,2,Kota Pangkalpinang,lag30_roll7,98.4442,128.7461,16575.5569,0.52,0.9705,"[1, 30]",[7],00:00:05,30
Kota_Pangkalpinang,3,Kota Pangkalpinang,lag1_roll30,97.5967,134.8235,18177.3722,0.52,0.9677,[1],[30],00:00:05,30
Kota_Pangkalpinang,4,Kota Pangkalpinang,lag7_roll30,97.3069,134.9623,18214.8323,0.52,0.9676,"[1, 7]",[30],00:00:07,30
Kota_Pangkalpinang,5,Kota Pangkalpinang,lag14_roll30,101.283,137.5709,18925.7645,0.54,0.9664,"[1, 14]",[30],00:00:05,30
Kota_Pangkalpinang,6,Kota Pangkalpinang,lag30_roll30,101.1142,139.3038,19405.5454,0.53,0.9655,"[1, 30]",[30],00:00:07,30
Kota_Pangkalpinang,7,Kota Pangkalpinang,lag1,102.4365,140.0237,19606.6377,0.54,0.9652,[1],[],00:00:05,1
Kota_Pangkalpinang,8,Kota Pangkalpinang,lag7,109.6835,144.2046,20794.9631,0.58,0.963,"[1, 7]",[],00:00:05,7
Kota_Pangkalpinang,9,Kota Pangkalpinang,lag7_roll7,113.2687,148.2395,21974.9444,0.6,0.9609,"[1, 7]",[7],00:00:04,7
Kota_Pangkalpinang,10,Kota Pangkalpinang,lag14,116.0467,150.052,22515.613,0.61,0.96,"[1, 14]",[],00:00:05,14
Kota_Pangkalpinang,11,Kota Pangkalpinang,lag14_roll7,118.4744,153.243,23483.4198,0.62,0.9583,"[1, 14]",[7],00:00:05,14
Kota_Pangkalpinang,12,Kota Pangkalpinang,lag1_roll7,122.775,159.1539,25329.9523,0.65,0.955,[1],[7],00:00:04,7
Kota_Pare_-Pare,1,Kota Pare -Pare,lag1_roll7,47.3872,72.4312,5246.2745,0.25,0.9848,[1],[7],00:00:04,7
Kota_Pare_-Pare,2,Kota Pare -Pare,lag14,59.5326,77.3354,5980.7667,0.31,0.9827,"[1, 14]",[],00:00:05,14
Kota_Pare_-Pare,3,Kota Pare -Pare,lag14_roll7,60.954,80.4682,6475.1293,0.32,0.9812,"[1, 14]",[7],00:00:05,14
Kota_Pare_-Pare,4,Kota Pare -Pare,lag1,66.3928,89.0519,7930.2431,0.35,0.977,[1],[],00:00:06,1
Kota_Pare_-Pare,5,Kota Pare -Pare,lag1_roll30,85.4278,103.2279,10655.9946,0.44,0.9691,[1],[30],00:00:04,30
Kota_Pare_-Pare,6,Kota Pare -Pare,lag7_roll7,83.4651,105.0309,11031.4929,0.44,0.968,"[1, 7]",[7],00:00:05,7
Kota_Pare_-Pare,7,Kota Pare -Pare,lag14_roll30,89.8654,107.4851,11553.0453,0.47,0.9665,"[1, 14]",[30],00:00:04,30
Kota_Pare_-Pare,8,Kota Pare -Pare,lag7,89.1925,108.5216,11776.9383,0.47,0.9659,"[1, 7]",[],00:00:05,7
Kota_Pare_-Pare,9,Kota Pare -Pare,lag7_roll30,94.984,112.5063,12657.6587,0.49,0.9633,"[1, 7]",[30],00:00:04,30
Kota_Pare_-Pare,10,Kota Pare -Pare,lag30,104.6144,122.9557,15118.0941,0.55,0.9562,"[1, 30]",[],00:00:04,30
Kota_Pare_-Pare,11,Kota Pare -Pare,lag30_roll7,109.4573,129.1608,16682.5007,0.57,0.9517,"[1, 30]",[7],00:00:04,30
Kota_Pare_-Pare,12,Kota Pare -Pare,lag30_roll30,114.8187,133.9006,17929.3691,0.6,0.948,"[1, 30]",[30],00:00:04,30
Kota_Pekanbaru,1,Kota Pekanbaru,lag1_roll7,61.8468,86.2191,7433.7401,0.32,0.9875,[1],[7],00:00:05,7
Kota_Pekanbaru,2,Kota Pekanbaru,lag30_roll7,65.799,88.1855,7776.6803,0.34,0.9869,"[1, 30]",[7],00:00:05,30
Kota_Pekanbaru,3,Kota Pekanbaru,lag14,67.6756,94.7103,8970.0478,0.35,0.9849,"[1, 14]",[],00:00:05,14
Kota_Pekanbaru,4,Kota Pekanbaru,lag14_roll30,70.2828,96.2798,9269.8052,0.36,0.9844,"[1, 14]",[30],00:00:05,30
Kota_Pekanbaru,5,Kota Pekanbaru,lag14_roll7,72.4473,96.574,9326.5313,0.37,0.9843,"[1, 14]",[7],00:00:05,14
Kota_Pekanbaru,6,Kota Pekanbaru,lag30,71.1143,99.059,9812.6762,0.36,0.9835,"[1, 30]",[],00:00:05,30
Kota_Pekanbaru,7,Kota Pekanbaru,lag30_roll30,71.1505,99.1419,9829.1208,0.36,0.9835,"[1, 30]",[30],00:00:05,30
Kota_Pekanbaru,8,Kota Pekanbaru,lag7,80.0955,103.1705,10644.1537,0.41,0.9821,"[1, 7]",[],00:00:05,7
Kota_Pekanbaru,9,Kota Pekanbaru,lag7_roll7,80.9259,103.5756,10727.9121,0.41,0.9819,"[1, 7]",[7],00:00:05,7
Kota_Pekanbaru,10,Kota Pekanbaru,lag1_roll30,77.2424,105.2438,11076.2577,0.39,0.9814,[1],[30],00:00:05,30
Kota_Pekanbaru,11,Kota Pekanbaru,lag7_roll30,78.5674,107.2377,11499.9247,0.4,0.9806,"[1, 7]",[30],00:00:05,30
Kota_Pekanbaru,12,Kota Pekanbaru,lag1,87.4858,110.6702,12247.8892,0.45,0.9794,[1],[],00:00:04,1
Kota_Pematang_Siantar,1,Kota Pematang Siantar,lag1_roll7,71.5331,157.4248,24782.5771,0.35,0.9474,[1],[7],00:00:05,7
Kota_Pematang_Siantar,2,Kota Pematang Siantar,lag30,93.3243,178.2516,31773.6385,0.46,0.9325,"[1, 30]",[],00:00:04,30
Kota_Pematang_Siantar,3,Kota Pematang Siantar,lag30_roll30,90.1244,179.8828,32357.8236,0.45,0.9313,"[1, 30]",[30],00:00:06,30
Kota_Pematang_Siantar,4,Kota Pematang Siantar,lag30_roll7,95.2281,182.6622,33365.4856,0.47,0.9291,"[1, 30]",[7],00:00:05,30
Kota_Pematang_Siantar,5,Kota Pematang Siantar,lag14_roll30,111.1712,187.1489,35024.7241,0.55,0.9256,"[1, 14]",[30],00:00:05,30
Kota_Pematang_Siantar,6,Kota Pematang Siantar,lag14_roll7,109.6465,187.2553,35064.5542,0.54,0.9255,"[1, 14]",[7],00:00:05,14
Kota_Pematang_Siantar,7,Kota Pematang Siantar,lag7_roll30,111.2197,187.6306,35205.2587,0.55,0.9252,"[1, 7]",[30],00:00:05,30
Kota_Pematang_Siantar,8,Kota Pematang Siantar,lag14,110.5622,188.0445,35360.7506,0.54,0.9249,"[1, 14]",[],00:00:05,14
Kota_Pematang_Siantar,9,Kota Pematang Siantar,lag1_roll30,111.6594,188.362,35480.2393,0.55,0.9247,[1],[30],00:00:05,30
Kota_Pematang_Siantar,10,Kota Pematang Siantar,lag1,110.0194,190.8344,36417.7656,0.54,0.9227,[1],[],00:00:05,1
Kota_Pematang_Siantar,11,Kota Pematang Siantar,lag7_roll7,107.7637,192.3513,36999.0391,0.53,0.9214,"[1, 7]",[7],00:00:05,7
Kota_Pematang_Siantar,12,Kota Pematang Siantar,lag7,109.3914,195.3033,38143.3766,0.54,0.919,"[1, 7]",[],00:00:05,7
Kota_Pontianak,1,Kota Pontianak,lag14_roll7,50.8621,70.3454,4948.4743,0.26,0.9904,"[1, 14]",[7],00:00:05,14
Kota_Pontianak,2,Kota Pontianak,lag14,53.491,72.5119,5257.9758,0.27,0.9898,"[1, 14]",[],00:00:05,14
Kota_Pontianak,3,Kota Pontianak,lag30_roll30,57.1352,78.7753,6205.5502,0.29,0.9879,"[1, 30]",[30],00:00:05,30
Kota_Pontianak,4,Kota Pontianak,lag30_roll7,57.0161,79.1762,6268.8654,0.29,0.9878,"[1, 30]",[7],00:00:06,30
Kota_Pontianak,5,Kota Pontianak,lag7_roll30,66.7692,88.007,7745.2308,0.34,0.9849,"[1, 7]",[30],00:00:05,30
Kota_Pontianak,6,Kota Pontianak,lag1_roll30,66.9891,88.3742,7809.9908,0.34,0.9848,[1],[30],00:00:05,30
Kota_Pontianak,7,Kota Pontianak,lag30,74.6471,90.5228,8194.3723,0.38,0.9841,"[1, 30]",[],00:00:04,30
Kota_Pontianak,8,Kota Pontianak,lag14_roll30,85.9037,105.2289,11073.1289,0.44,0.9784,"[1, 14]",[30],00:00:05,30
Kota_Pontianak,9,Kota Pontianak,lag7_roll7,121.0811,139.3508,19418.6575,0.61,0.9622,"[1, 7]",[7],00:00:06,7
Kota_Pontianak,10,Kota Pontianak,lag7,122.9134,140.7165,19801.1432,0.62,0.9615,"[1, 7]",[],00:00:05,7
Kota_Pontianak,11,Kota Pontianak,lag1_roll7,128.1496,146.3869,21429.1142,0.65,0.9583,[1],[7],00:00:05,7
Kota_Pontianak,12,Kota Pontianak,lag1,296.1092,309.1778,95590.8886,1.51,0.814,[1],[],00:00:05,1
Kota_Probolinggo,1,Kota Probolinggo,lag30_roll7,90.1401,108.6656,11808.2145,0.46,0.9823,"[1, 30]",[7],00:00:04,30
Kota_Probolinggo,2,Kota Probolinggo,lag30,92.0445,112.153,12578.2945,0.47,0.9812,"[1, 30]",[],00:00:04,30
Kota_Probolinggo,3,Kota Probolinggo,lag30_roll30,104.2493,122.0908,14906.162,0.54,0.9777,"[1, 30]",[30],00:00:05,30
Kota_Probolinggo,4,Kota Probolinggo,lag14,129.8226,173.1325,29974.8531,0.65,0.9551,"[1, 14]",[],00:00:05,14
Kota_Probolinggo,5,Kota Probolinggo,lag1_roll30,138.4053,177.3136,31440.1282,0.7,0.9529,[1],[30],00:00:05,30
Kota_Probolinggo,6,Kota Probolinggo,lag14_roll30,142.7374,183.6908,33742.2982,0.72,0.9495,"[1, 14]",[30],00:00:05,30
Kota_Probolinggo,7,Kota Probolinggo,lag7_roll30,143.6949,185.3653,34360.2937,0.73,0.9485,"[1, 7]",[30],00:00:05,30
Kota_Probolinggo,8,Kota Probolinggo,lag14_roll7,140.4318,192.7324,37145.775,0.71,0.9444,"[1, 14]",[7],00:00:05,14
Kota_Probolinggo,9,Kota Probolinggo,lag7,143.7635,194.7503,37927.6776,0.73,0.9432,"[1, 7]",[],00:00:04,7
Kota_Probolinggo,10,Kota Probolinggo,lag7_roll7,148.1858,202.4862,41000.6712,0.75,0.9386,"[1, 7]",[7],00:00:04,7
Kota_Probolinggo,11,Kota Probolinggo,lag1_roll7,169.2276,216.3003,46785.8248,0.85,0.9299,[1],[7],00:00:04,7
Kota_Probolinggo,12,Kota Probolinggo,lag1,205.8036,284.3585,80859.7287,1.03,0.8789,[1],[],00:00:04,1
Kota_Samarinda,1,Kota Samarinda,lag1,99.4024,139.7909,19541.5077,0.47,0.9647,[1],[],00:00:04,1
Kota_Samarinda,2,Kota Samarinda,lag14,102.7482,146.8105,21553.3302,0.48,0.9611,"[1, 14]",[],00:00:04,14
Kota_Samarinda,3,Kota Samarinda,lag30_roll7,115.8298,162.7553,26489.2911,0.54,0.9521,"[1, 30]",[7],00:00:04,30
Kota_Samarinda,4,Kota Samarinda,lag14_roll7,131.1288,175.2501,30712.6033,0.61,0.9445,"[1, 14]",[7],00:00:04,14
Kota_Samarinda,5,Kota Samarinda,lag30_roll30,133.8436,176.9608,31315.1418,0.63,0.9434,"[1, 30]",[30],00:00:04,30
Kota_Samarinda,6,Kota Samarinda,lag30,131.9484,180.1775,32463.9277,0.62,0.9413,"[1, 30]",[],00:00:04,30
Kota_Samarinda,7,Kota Samarinda,lag7_roll7,133.1932,183.5226,33680.5372,0.62,0.9391,"[1, 7]",[7],00:00:04,7
Kota_Samarinda,8,Kota Samarinda,lag1_roll7,143.2078,187.0899,35002.646,0.67,0.9368,[1],[7],00:00:04,7
Kota_Samarinda,9,Kota Samarinda,lag7_roll30,131.1824,192.3787,37009.556,0.62,0.9331,"[1, 7]",[30],00:00:04,30
Kota_Samarinda,10,Kota Samarinda,lag14_roll30,157.9015,206.3614,42585.0255,0.74,0.9231,"[1, 14]",[30],00:00:04,30
Kota_Samarinda,11,Kota Samarinda,lag1_roll30,160.1427,211.2129,44610.882,0.75,0.9194,[1],[30],00:00:04,30
Kota_Samarinda,12,Kota Samarinda,lag7,161.0595,218.076,47557.1443,0.75,0.9141,"[1, 7]",[],00:00:04,7
Kota_Sampit,1,Kota Sampit,lag30,70.536,115.8817,13428.5593,0.35,0.8757,"[1, 30]",[],00:00:04,30
Kota_Sampit,2,Kota Sampit,lag30_roll7,72.3142,116.8274,13648.6346,0.36,0.8736,"[1, 30]",[7],00:00:05,30
Kota_Sampit,3,Kota Sampit,lag30_roll30,75.5935,119.382,14252.0526,0.38,0.868,"[1, 30]",[30],00:00:05,30
Kota_Sampit,4,Kota Sampit,lag7_roll30,87.962,123.6796,15296.6421,0.44,0.8584,"[1, 7]",[30],00:00:04,30
Kota_Sampit,5,Kota Sampit,lag1_roll30,86.844,124.3256,15456.8654,0.44,0.8569,[1],[30],00:00:04,30
Kota_Sampit,6,Kota Sampit,lag14_roll30,84.7479,127.8006,16332.9978,0.43,0.8488,"[1, 14]",[30],00:00:04,30
Kota_Sampit,7,Kota Sampit,lag14_roll7,89.4581,129.9505,16887.1244,0.45,0.8436,"[1, 14]",[7],00:00:04,14
Kota_Sampit,8,Kota Sampit,lag14,90.3422,131.3583,17255.0017,0.45,0.8402,"[1, 14]",[],00:00:04,14
Kota_Sampit,9,Kota Sampit,lag1,98.7712,136.178,18544.4535,0.5,0.8283,[1],[],00:00:04,1
Kota_Sampit,10,Kota Sampit,lag7_roll7,107.4675,157.0736,24672.1007,0.54,0.7716,"[1, 7]",[7],00:00:04,7
Kota_Sampit,11,Kota Sampit,lag1_roll7,120.1856,157.8999,24932.3911,0.6,0.7692,[1],[7],00:00:04,7
Kota_Sampit,12,Kota Sampit,lag7,136.2541,179.81,32331.6355,0.68,0.7006,"[1, 7]",[],00:00:04,7
Kota_Semarang,1,Kota Semarang,lag30_roll7,254.0999,345.8703,119626.2984,1.25,0.8664,"[1, 30]",[7],00:00:05,30
Kota_Semarang,2,Kota Semarang,lag30_roll30,254.4713,346.6565,120170.7326,1.26,0.8658,"[1, 30]",[30],00:00:05,30
Kota_Semarang,3,Kota Semarang,lag30,254.658,347.4433,120716.8571,1.26,0.8651,"[1, 30]",[],00:00:05,30
Kota_Semarang,4,Kota Semarang,lag1_roll7,254.9729,354.978,126009.3796,1.26,0.8592,[1],[7],00:00:05,7
Kota_Semarang,5,Kota Semarang,lag1_roll30,262.0685,361.555,130722.0169,1.29,0.854,[1],[30],00:00:04,30
Kota_Semarang,6,Kota Semarang,lag7_roll30,262.5597,362.3582,131303.4927,1.3,0.8533,"[1, 7]",[30],00:00:04,30
Kota_Semarang,7,Kota Semarang,lag14_roll30,263.2677,363.7138,132287.7346,1.3,0.8522,"[1, 14]",[30],00:00:04,30
Kota_Semarang,8,Kota Semarang,lag14_roll7,358.6268,464.5606,215816.5615,1.77,0.7589,"[1, 14]",[7],00:00:04,14
Kota_Semarang,9,Kota Semarang,lag14,358.4503,465.0151,216239.014,1.77,0.7584,"[1, 14]",[],00:00:04,14
Kota_Semarang,10,Kota Semarang,lag7_roll7,398.33,505.7512,255784.3094,1.97,0.7143,"[1, 7]",[7],00:00:05,7
Kota_Semarang,11,Kota Semarang,lag1,396.2903,507.1204,257171.0821,1.96,0.7127,[1],[],00:00:04,1
Kota_Semarang,12,Kota Semarang,lag7,400.6978,508.7111,258787.0325,1.98,0.7109,"[1, 7]",[],00:00:04,7
Kota_Serang,1,Kota Serang,lag14_roll30,54.1755,91.8367,8433.9775,0.28,0.9749,"[1, 14]",[30],00:00:04,30
