city,No,Kota,Eksperimen,MAE,RMSE,MSE,MAPE(%),R2,LAGS,ROLLS,Train_Time,CV_Gap
Kota_Bandung,6,Kota Bandung,lag7_roll7,133.8319,190.2765,36205.1444,0.67,0.9508,"[1, 7]",[7],00:00:04,7
Kota_Bandung,7,Kota Bandung,lag7,135.3582,194.3623,37776.7059,0.67,0.9487,"[1, 7]",[],00:00:04,7
Kota_Bandung,8,Kota Bandung,lag1_roll30,154.601,205.2902,42144.0764,0.76,0.9427,[1],[30],00:00:04,30
Kota_Bandung,9,Kota Bandung,lag14_roll7,149.2692,207.4639,43041.2499,0.74,0.9415,"[1, 14]",[7],00:00:04,14
Kota_Bandung,10,Kota Bandung,lag1,165.5055,213.3816,45531.7046,0.82,0.9381,[1],[],00:00:05,1
Kota_Bandung,11,Kota Bandung,lag14_roll30,179.2458,227.9494,51960.9134,0.88,0.9294,"[1, 14]",[30],00:00:04,30
Kota_Bandung,12,Kota Bandung,lag7_roll30,181.9033,229.829,52821.3822,0.9,0.9282,"[1, 7]",[30],00:00:04,30
Kota_Banggai,1,Kota Banggai,lag14_roll7,1032.0512,1209.3548,1462538.9968,5.47,-2.1861,"[1, 14]",[7],00:00:02,14
Kota_Banggai,2,Kota Banggai,lag1_roll30,1062.7772,1238.5831,1534088.0282,5.63,-2.3419,[1],[30],00:00:02,30
Kota_Banggai,3,Kota Banggai,lag14_roll30,1062.7772,1238.5831,1534088.0282,5.63,-2.3419,"[1, 14]",[30],00:00:02,30
Kota_Banggai,4,Kota Banggai,lag1_roll7,1117.1554,1291.7367,1668583.8248,5.93,-2.6349,[1],[7],00:00:02,7
Kota_Banggai,5,Kota Banggai,lag7_roll7,1118.3785,1292.8149,1671370.2821,5.93,-2.641,"[1, 7]",[7],00:00:02,7
Kota_Banggai,6,Kota Banggai,lag7,1120.4442,1294.8247,1676571.049,5.94,-2.6523,"[1, 7]",[],00:00:02,7
Kota_Banggai,7,Kota Banggai,lag30_roll7,1210.9427,1382.889,1912382.0764,6.43,-3.166,"[1, 30]",[7],00:00:02,30
Kota_Banggai,8,Kota Banggai,lag14,1211.8444,1384.4334,1916655.7019,6.43,-3.1754,"[1, 14]",[],00:00:02,14
Kota_Banggai,9,Kota Banggai,lag7_roll30,1212.7518,1385.2454,1918904.9256,6.44,-3.1803,"[1, 7]",[30],00:00:02,30
Kota_Banggai,10,Kota Banggai,lag1,1227.8036,1399.8731,1959644.5803,6.52,-3.269,[1],[],00:00:02,1
Kota_Banggai,11,Kota Banggai,lag30,1229.5936,1400.1308,1960366.2171,6.53,-3.2706,"[1, 30]",[],00:00:02,30
Kota_Banggai,12,Kota Banggai,lag30_roll30,1229.5936,1400.1308,1960366.2171,6.53,-3.2706,"[1, 30]",[30],00:00:02,30
Kota_Banjarmasin,1,Kota Banjarmasin,lag30_roll7,96.4936,223.6201,50005.9317,0.48,0.933,"[1, 30]",[7],00:00:05,30
Kota_Banjarmasin,2,Kota Banjarmasin,lag30,97.0978,224.1719,50253.0432,0.48,0.9327,"[1, 30]",[],00:00:04,30
Kota_Banjarmasin,3,Kota Banjarmasin,lag30_roll30,97.3818,224.2965,50308.9263,0.48,0.9326,"[1, 30]",[30],00:00:04,30
Kota_Banjarmasin,4,Kota Banjarmasin,lag1_roll30,105.2596,228.8417,52368.5233,0.52,0.9298,[1],[30],00:00:04,30
Kota_Banjarmasin,5,Kota Banjarmasin,lag7_roll30,105.7901,229.2883,52573.1186,0.52,0.9296,"[1, 7]",[30],00:00:04,30
Kota_Banjarmasin,6,Kota Banjarmasin,lag14_roll30,105.7872,229.3543,52603.4032,0.52,0.9295,"[1, 14]",[30],00:00:04,30
Kota_Banjarmasin,7,Kota Banjarmasin,lag1,132.22,242.1692,58645.9037,0.65,0.9214,[1],[],00:00:04,1
Kota_Banjarmasin,8,Kota Banjarmasin,lag14,136.3152,245.204,60124.9891,0.67,0.9194,"[1, 14]",[],00:00:04,14
Kota_Banjarmasin,9,Kota Banjarmasin,lag14_roll7,137.7265,245.6471,60342.4804,0.68,0.9191,"[1, 14]",[7],00:00:05,14
Kota_Banjarmasin,10,Kota Banjarmasin,lag7,145.3701,249.916,62458.0032,0.71,0.9163,"[1, 7]",[],00:00:04,7
Kota_Banjarmasin,11,Kota Banjarmasin,lag7_roll7,148.5787,251.0022,63002.1289,0.73,0.9156,"[1, 7]",[7],00:00:04,7
Kota_Banjarmasin,12,Kota Banjarmasin,lag1_roll7,214.2863,296.2266,87750.2228,1.06,0.8824,[1],[7],00:00:04,7
Kota_Batam,1,Kota Batam,lag30,326.0091,400.7366,160589.802,1.71,0.8625,"[1, 30]",[],00:00:04,30
Kota_Batam,2,Kota Batam,lag30_roll30,339.4856,415.9583,173021.2775,1.78,0.8518,"[1, 30]",[30],00:00:04,30
Kota_Batam,3,Kota Batam,lag30_roll7,348.9572,422.5569,178554.3256,1.83,0.8471,"[1, 30]",[7],00:00:24,30
Kota_Batam,4,Kota Batam,lag1_roll30,406.1675,461.251,212752.4689,2.15,0.8178,[1],[30],00:00:06,30
Kota_Batam,5,Kota Batam,lag7_roll30,407.2264,462.8503,214230.4395,2.15,0.8165,"[1, 7]",[30],00:00:05,30
Kota_Batam,6,Kota Batam,lag14_roll30,409.9671,466.1321,217279.103,2.17,0.8139,"[1, 14]",[30],00:00:05,30
Kota_Batam,7,Kota Batam,lag7_roll7,428.33,480.8345,231201.7901,2.27,0.802,"[1, 7]",[7],00:00:04,7
Kota_Batam,8,Kota Batam,lag7,436.0941,488.6314,238760.6321,2.31,0.7955,"[1, 7]",[],00:00:04,7
Kota_Batam,9,Kota Batam,lag14,448.3984,506.3067,256346.4556,2.37,0.7805,"[1, 14]",[],00:00:04,14
Kota_Batam,10,Kota Batam,lag1_roll7,476.0295,530.068,280972.0961,2.52,0.7594,[1],[7],00:00:04,7
Kota_Batam,11,Kota Batam,lag14_roll7,472.3894,531.9622,282983.8012,2.5,0.7577,"[1, 14]",[7],00:00:05,14
Kota_Batam,12,Kota Batam,lag1,526.388,576.5531,332413.5016,2.8,0.7153,[1],[],00:00:04,1
Kota_Bau_-_Bau,1,Kota Bau - Bau,lag30_roll30,262.7245,341.8803,116882.1252,1.18,0.8963,"[1, 30]",[30],00:00:04,30
Kota_Bau_-_Bau,2,Kota Bau - Bau,lag30_roll7,264.0427,344.1929,118468.7248,1.18,0.8949,"[1, 30]",[7],00:00:04,30
Kota_Bau_-_Bau,3,Kota Bau - Bau,lag30,263.2927,344.5406,118708.2146,1.18,0.8947,"[1, 30]",[],00:00:04,30
Kota_Bau_-_Bau,4,Kota Bau - Bau,lag1_roll30,288.0173,347.3402,120645.2404,1.29,0.893,[1],[30],00:00:03,30
Kota_Bau_-_Bau,5,Kota Bau - Bau,lag7_roll30,300.1937,358.1276,128255.3596,1.35,0.8862,"[1, 7]",[30],00:00:04,30
Kota_Bau_-_Bau,6,Kota Bau - Bau,lag14_roll30,308.2113,367.1376,134790.0527,1.38,0.8804,"[1, 14]",[30],00:00:04,30
Kota_Bau_-_Bau,7,Kota Bau - Bau,lag1_roll7,410.7777,523.5735,274129.174,1.82,0.7568,[1],[7],00:00:04,7
Kota_Bau_-_Bau,8,Kota Bau - Bau,lag1,405.361,526.4583,277158.3188,1.79,0.7541,[1],[],00:00:05,1
Kota_Bau_-_Bau,9,Kota Bau - Bau,lag14,458.0926,552.101,304815.5397,2.04,0.7296,"[1, 14]",[],00:00:03,14
Kota_Bau_-_Bau,10,Kota Bau - Bau,lag14_roll7,458.0926,552.101,304815.5397,2.04,0.7296,"[1, 14]",[7],00:00:04,14
Kota_Bau_-_Bau,11,Kota Bau - Bau,lag7_roll7,476.8018,559.5562,313103.1437,2.13,0.7222,"[1, 7]",[7],00:00:04,7
Kota_Bau_-_Bau,12,Kota Bau - Bau,lag7,477.2325,560.3279,313967.4033,2.13,0.7215,"[1, 7]",[],00:00:05,7
Kota_Bekasi,1,Kota Bekasi,lag1_roll7,66.3981,108.6712,11809.4406,0.32,0.9913,[1],[7],00:00:05,7
Kota_Bekasi,2,Kota Bekasi,lag14,67.4469,111.2097,12367.5899,0.33,0.9909,"[1, 14]",[],00:00:05,14
Kota_Bekasi,3,Kota Bekasi,lag14_roll7,68.0888,111.1798,12360.9534,0.33,0.9909,"[1, 14]",[7],00:00:05,14
Kota_Bekasi,4,Kota Bekasi,lag7_roll7,73.2781,114.5021,13110.7293,0.36,0.9903,"[1, 7]",[7],00:00:05,7
Kota_Bekasi,5,Kota Bekasi,lag7_roll30,77.9289,117.1752,13730.0231,0.38,0.9899,"[1, 7]",[30],00:00:05,30
Kota_Bekasi,6,Kota Bekasi,lag30,78.8765,118.665,14081.3925,0.38,0.9896,"[1, 30]",[],00:00:05,30
Kota_Bekasi,7,Kota Bekasi,lag30_roll30,79.0894,118.8612,14127.9927,0.38,0.9896,"[1, 30]",[30],00:00:05,30
Kota_Bekasi,8,Kota Bekasi,lag30_roll7,80.4409,119.8374,14361.012,0.39,0.9894,"[1, 30]",[7],00:00:05,30
Kota_Bekasi,9,Kota Bekasi,lag1_roll30,81.6783,120.1275,14430.6129,0.4,0.9894,[1],[30],00:00:05,30
Kota_Bekasi,10,Kota Bekasi,lag14_roll30,82.4214,120.7728,14586.0758,0.4,0.9892,"[1, 14]",[30],00:00:05,30
Kota_Bekasi,11,Kota Bekasi,lag7,83.8834,124.4251,15481.612,0.41,0.9886,"[1, 7]",[],00:00:05,7
Kota_Bekasi,12,Kota Bekasi,lag1,105.1689,149.8472,22454.1813,0.52,0.9835,[1],[],00:00:05,1
Kota_Bengkulu,1,Kota Bengkulu,lag1_roll7,106.6438,137.7415,18972.7183,0.55,0.9748,[1],[7],00:00:04,7
Kota_Bengkulu,2,Kota Bengkulu,lag14_roll7,108.9338,141.528,20030.1768,0.56,0.9734,"[1, 14]",[7],00:00:04,14
Kota_Bengkulu,3,Kota Bengkulu,lag7,136.1021,168.9432,28541.7883,0.7,0.9622,"[1, 7]",[],00:00:04,7
Kota_Bengkulu,4,Kota Bengkulu,lag14,137.8812,171.1409,29289.2174,0.7,0.9612,"[1, 14]",[],00:00:04,14
Kota_Bengkulu,5,Kota Bengkulu,lag7_roll7,138.0052,171.1262,29284.1674,0.7,0.9612,"[1, 7]",[7],00:00:04,7
Kota_Bengkulu,6,Kota Bengkulu,lag1,141.5641,175.6512,30853.3495,0.72,0.9591,[1],[],00:00:04,1
Kota_Bengkulu,7,Kota Bengkulu,lag30_roll7,174.1476,198.4328,39375.5593,0.9,0.9478,"[1, 30]",[7],00:00:05,30
Kota_Bengkulu,8,Kota Bengkulu,lag30,174.9656,199.9602,39984.0882,0.9,0.947,"[1, 30]",[],00:00:04,30
Kota_Bengkulu,9,Kota Bengkulu,lag30_roll30,175.187,200.1565,40062.629,0.9,0.9469,"[1, 30]",[30],00:00:04,30
Kota_Bengkulu,10,Kota Bengkulu,lag1_roll30,171.8779,209.2285,43776.583,0.88,0.9419,[1],[30],00:00:04,30
Kota_Bengkulu,11,Kota Bengkulu,lag7_roll30,171.8779,209.2285,43776.583,0.88,0.9419,"[1, 7]",[30],00:00:04,30
Kota_Bengkulu,12,Kota Bengkulu,lag14_roll30,171.8779,209.2285,43776.583,0.88,0.9419,"[1, 14]",[30],00:00:04,30
Kota_Bima,1,Kota Bima,lag7_roll7,70.7225,99.7814,9956.3213,0.34,0.9909,"[1, 7]",[7],00:00:04,7
Kota_Bima,2,Kota Bima,lag7_roll30,74.1999,101.6516,10333.0561,0.36,0.9906,"[1, 7]",[30],00:00:05,30
Kota_Bima,3,Kota Bima,lag1_roll30,78.1214,105.7845,11190.3649,0.38,0.9898,[1],[30],00:00:04,30
Kota_Bima,4,Kota Bima,lag1_roll7,76.9213,108.4585,11763.2373,0.37,0.9893,[1],[7],00:00:04,7
Kota_Bima,5,Kota Bima,lag14_roll7,85.7395,115.8887,13430.2012,0.41,0.9877,"[1, 14]",[7],00:00:05,14
Kota_Bima,6,Kota Bima,lag30_roll30,85.2915,117.8251,13882.7462,0.41,0.9873,"[1, 30]",[30],00:00:04,30
Kota_Bima,7,Kota Bima,lag30_roll7,98.9972,133.9667,17947.0751,0.47,0.9836,"[1, 30]",[7],00:00:04,30
Kota_Bima,8,Kota Bima,lag14,113.0156,139.6325,19497.2311,0.54,0.9822,"[1, 14]",[],00:00:04,14
Kota_Bima,9,Kota Bima,lag14_roll30,116.4752,145.9428,21299.2886,0.56,0.9806,"[1, 14]",[30],00:00:05,30
Kota_Bima,10,Kota Bima,lag30,135.9933,161.5223,26089.4683,0.65,0.9762,"[1, 30]",[],00:00:04,30
Kota_Bima,11,Kota Bima,lag7,164.1111,193.4603,37426.8952,0.77,0.9658,"[1, 7]",[],00:00:04,7
Kota_Bima,12,Kota Bima,lag1,263.1347,298.7551,89254.5875,1.24,0.9186,[1],[],00:00:04,1
Kota_Blitar,1,Kota Blitar,lag1,53.4988,90.2123,8138.2535,0.29,0.9571,[1],[],00:00:04,1
Kota_Blitar,2,Kota Blitar,lag14,51.4271,90.7561,8236.6621,0.28,0.9566,"[1, 14]",[],00:00:05,14
Kota_Blitar,3,Kota Blitar,lag14_roll7,52.5465,91.5638,8383.9309,0.29,0.9558,"[1, 14]",[7],00:00:05,14
Kota_Blitar,4,Kota Blitar,lag7,55.5107,101.7218,10347.3187,0.3,0.9455,"[1, 7]",[],00:00:04,7
Kota_Blitar,5,Kota Blitar,lag7_roll7,63.4262,106.5823,11359.7865,0.35,0.9401,"[1, 7]",[7],00:00:04,7
Kota_Blitar,6,Kota Blitar,lag1_roll30,64.8667,127.2669,16196.8723,0.35,0.9146,[1],[30],00:00:04,30
Kota_Blitar,7,Kota Blitar,lag1_roll7,70.7008,136.1016,18523.6561,0.39,0.9024,[1],[7],00:00:04,7
Kota_Blitar,8,Kota Blitar,lag30,74.627,138.9392,19304.0948,0.41,0.8983,"[1, 30]",[],00:00:04,30
Kota_Blitar,9,Kota Blitar,lag30_roll7,74.6247,138.9384,19303.8675,0.41,0.8983,"[1, 30]",[7],00:00:05,30
Kota_Blitar,10,Kota Blitar,lag30_roll30,74.6247,138.9384,19303.8675,0.41,0.8983,"[1, 30]",[30],00:00:05,30
Kota_Blitar,11,Kota Blitar,lag14_roll30,73.0707,147.5147,21760.5741,0.4,0.8853,"[1, 14]",[30],00:00:04,30
Kota_Blitar,12,Kota Blitar,lag7_roll30,73.623,149.5816,22374.6627,0.4,0.8821,"[1, 7]",[30],00:00:05,30
Kota_Bogor,1,Kota Bogor,lag30_roll30,58.0028,85.6368,7333.6554,0.28,0.9935,"[1, 30]",[30],00:00:05,30
Kota_Bogor,2,Kota Bogor,lag14_roll7,56.7942,86.9382,7558.2557,0.28,0.9933,"[1, 14]",[7],00:00:04,14
Kota_Bogor,3,Kota Bogor,lag1_roll30,61.4012,86.6306,7504.8678,0.3,0.9933,[1],[30],00:00:05,30
Kota_Bogor,4,Kota Bogor,lag7_roll30,63.881,88.3042,7797.6288,0.31,0.9931,"[1, 7]",[30],00:00:05,30
Kota_Bogor,5,Kota Bogor,lag14,60.8942,91.0707,8293.8687,0.29,0.9926,"[1, 14]",[],00:00:04,14
Kota_Bogor,6,Kota Bogor,lag14_roll30,64.471,92.646,8583.2734,0.31,0.9924,"[1, 14]",[30],00:00:05,30
Kota_Bogor,7,Kota Bogor,lag30_roll7,65.7679,92.9101,8632.2909,0.32,0.9923,"[1, 30]",[7],00:00:05,30
Kota_Bogor,8,Kota Bogor,lag30,66.0425,93.545,8750.6639,0.32,0.9922,"[1, 30]",[],00:00:05,30
Kota_Bogor,9,Kota Bogor,lag7,93.7699,119.8573,14365.7801,0.45,0.9872,"[1, 7]",[],00:00:04,7
Kota_Bogor,10,Kota Bogor,lag7_roll7,91.3253,119.9606,14390.5494,0.44,0.9872,"[1, 7]",[7],00:00:04,7
Kota_Bogor,11,Kota Bogor,lag1_roll7,118.499,140.05,19614.0002,0.57,0.9825,[1],[7],00:00:04,7
Kota_Bogor,12,Kota Bogor,lag1,115.7277,147.1975,21667.1055,0.55,0.9807,[1],[],00:00:04,1
Kota_Bontang,1,Kota Bontang,lag1_roll7,64.695,99.1671,9834.123,0.32,0.9859,[1],[7],00:00:04,7
Kota_Bontang,2,Kota Bontang,lag1,65.7048,104.3667,10892.403,0.33,0.9844,[1],[],00:00:04,1
Kota_Bontang,3,Kota Bontang,lag1_roll30,74.4825,119.1176,14188.9983,0.37,0.9797,[1],[30],00:00:05,30
Kota_Bontang,4,Kota Bontang,lag7_roll30,75.7374,120.1713,14441.1403,0.38,0.9794,"[1, 7]",[30],00:00:05,30
Kota_Bontang,5,Kota Bontang,lag14_roll7,73.1361,121.4665,14754.1034,0.37,0.9789,"[1, 14]",[7],00:00:04,14
Kota_Bontang,6,Kota Bontang,lag14_roll30,78.3628,122.4208,14986.8468,0.39,0.9786,"[1, 14]",[30],00:00:05,30
Kota_Bontang,7,Kota Bontang,lag7,80.1305,131.5463,17304.4363,0.4,0.9753,"[1, 7]",[],00:00:04,7
Kota_Bontang,8,Kota Bontang,lag14,72.4818,132.2018,17477.3283,0.36,0.975,"[1, 14]",[],00:00:04,14
Kota_Bontang,9,Kota Bontang,lag30_roll7,100.2513,136.1214,18529.0387,0.5,0.9735,"[1, 30]",[7],00:00:04,30
Kota_Bontang,10,Kota Bontang,lag7_roll7,82.4278,139.1931,19374.7194,0.41,0.9723,"[1, 7]",[7],00:00:04,7
Kota_Bontang,11,Kota Bontang,lag30_roll30,108.0414,146.6425,21504.0306,0.54,0.9693,"[1, 30]",[30],00:00:04,30
Kota_Bontang,12,Kota Bontang,lag30,109.6805,150.5186,22655.8487,0.54,0.9676,"[1, 30]",[],00:00:04,30
Kota_Cilegon,1,Kota Cilegon,lag14_roll30,112.573,150.7522,22726.2324,0.6,0.9414,"[1, 14]",[30],00:00:05,30
Kota_Cilegon,2,Kota Cilegon,lag1_roll30,111.6263,151.0269,22809.1371,0.6,0.9412,[1],[30],00:00:06,30
Kota_Cilegon,3,Kota Cilegon,lag7_roll30,114.4566,151.9837,23099.0571,0.61,0.9405,"[1, 7]",[30],00:00:07,30
Kota_Cilegon,4,Kota Cilegon,lag30_roll30,113.6372,155.5286,24189.1397,0.61,0.9377,"[1, 30]",[30],00:00:05,30
Kota_Cilegon,5,Kota Cilegon,lag30,115.5833,155.9726,24327.4379,0.62,0.9373,"[1, 30]",[],00:00:04,30
Kota_Cilegon,6,Kota Cilegon,lag30_roll7,115.244,156.0042,24337.3193,0.62,0.9373,"[1, 30]",[7],00:00:05,30
Kota_Cilegon,7,Kota Cilegon,lag14,131.2284,161.2936,26015.637,0.7,0.9329,"[1, 14]",[],00:00:05,14
Kota_Cilegon,8,Kota Cilegon,lag1_roll7,131.9702,161.5011,26082.6154,0.71,0.9328,[1],[7],00:00:04,7
Kota_Cilegon,9,Kota Cilegon,lag14_roll7,133.1616,163.497,26731.2598,0.71,0.9311,"[1, 14]",[7],00:00:05,14
Kota_Cilegon,10,Kota Cilegon,lag7,172.6029,219.9485,48377.3318,0.92,0.8753,"[1, 7]",[],00:00:05,7
Kota_Cilegon,11,Kota Cilegon,lag1,170.6982,221.1277,48897.4517,0.91,0.874,[1],[],00:00:05,1
Kota_Cilegon,12,Kota Cilegon,lag7_roll7,173.487,221.3526,48996.9814,0.92,0.8737,"[1, 7]",[7],00:00:05,7
Kota_Cirebon,1,Kota Cirebon,lag14,194.7776,222.332,49431.5097,0.99,0.9218,"[1, 14]",[],00:00:04,14
Kota_Cirebon,2,Kota Cirebon,lag14_roll7,195.575,223.3635,49891.2657,0.99,0.921,"[1, 14]",[7],00:00:04,14
Kota_Cirebon,3,Kota Cirebon,lag7,195.1878,223.545,49972.3686,0.99,0.9209,"[1, 7]",[],00:00:05,7
Kota_Cirebon,4,Kota Cirebon,lag7_roll7,195.4961,223.7753,50075.3791,0.99,0.9207,"[1, 7]",[7],00:00:05,7
Kota_Cirebon,5,Kota Cirebon,lag1_roll7,203.0228,235.6067,55510.5359,1.03,0.9121,[1],[7],00:00:05,7
Kota_Cirebon,6,Kota Cirebon,lag1,221.7841,260.5044,67862.5466,1.12,0.8926,[1],[],00:00:05,1
Kota_Cirebon,7,Kota Cirebon,lag7_roll30,258.7306,282.6639,79898.8811,1.31,0.8735,"[1, 7]",[30],00:00:04,30
Kota_Cirebon,8,Kota Cirebon,lag1_roll30,262.376,286.413,82032.3936,1.33,0.8702,[1],[30],00:00:04,30
Kota_Cirebon,9,Kota Cirebon,lag14_roll30,262.376,286.413,82032.3936,1.33,0.8702,"[1, 14]",[30],00:00:04,30
Kota_Cirebon,10,Kota Cirebon,lag30,266.515,291.9397,85228.7922,1.35,0.8651,"[1, 30]",[],00:00:04,30
Kota_Cirebon,11,Kota Cirebon,lag30_roll30,268.9698,294.1019,86495.9328,1.36,0.8631,"[1, 30]",[30],00:00:05,30
Kota_Cirebon,12,Kota Cirebon,lag30_roll7,269.0574,294.4052,86674.4176,1.36,0.8628,"[1, 30]",[7],00:00:05,30
Kota_Denpasar,1,Kota Denpasar,lag30_roll30,80.323,146.5389,21473.6394,0.37,0.9704,"[1, 30]",[30],00:00:04,30
Kota_Denpasar,2,Kota Denpasar,lag14_roll7,84.6278,149.6515,22395.5691,0.39,0.9692,"[1, 14]",[7],00:00:04,14
Kota_Denpasar,3,Kota Denpasar,lag1_roll30,82.7335,151.2676,22881.8788,0.38,0.9685,[1],[30],00:00:04,30
Kota_Denpasar,4,Kota Denpasar,lag7_roll30,82.6839,151.8755,23066.1647,0.38,0.9682,"[1, 7]",[30],00:00:04,30
Kota_Denpasar,5,Kota Denpasar,lag14_roll30,86.7093,155.6736,24234.2788,0.4,0.9666,"[1, 14]",[30],00:00:04,30
Kota_Denpasar,6,Kota Denpasar,lag7_roll7,89.8518,158.0156,24968.9164,0.41,0.9656,"[1, 7]",[7],00:00:04,7
Kota_Denpasar,7,Kota Denpasar,lag30_roll7,97.3957,168.1765,28283.3487,0.45,0.961,"[1, 30]",[7],00:00:04,30
Kota_Denpasar,8,Kota Denpasar,lag7,95.7532,168.8808,28520.7391,0.44,0.9607,"[1, 7]",[],00:00:04,7
Kota_Denpasar,9,Kota Denpasar,lag30,99.7052,170.8366,29185.1481,0.46,0.9598,"[1, 30]",[],00:00:04,30
Kota_Denpasar,10,Kota Denpasar,lag1_roll7,106.5752,178.9998,32040.9109,0.49,0.9559,[1],[7],00:00:04,7
Kota_Denpasar,11,Kota Denpasar,lag1,107.2577,180.9227,32733.0198,0.49,0.9549,[1],[],00:00:04,1
Kota_Denpasar,12,Kota Denpasar,lag14,131.7287,207.7448,43157.9088,0.61,0.9406,"[1, 14]",[],00:00:04,14
Kota_Depok,1,Kota Depok,lag14,77.5219,96.7505,9360.6645,0.39,0.9917,"[1, 14]",[],00:00:04,14
Kota_Depok,2,Kota Depok,lag14_roll7,73.1584,107.1705,11485.5186,0.37,0.9898,"[1, 14]",[7],00:01:53,14
Kota_Depok,3,Kota Depok,lag1_roll7,92.4724,116.4673,13564.6291,0.46,0.988,[1],[7],00:00:04,7
Kota_Depok,4,Kota Depok,lag30_roll30,133.3352,167.7427,28137.5967,0.66,0.9751,"[1, 30]",[30],00:00:05,30
Kota_Depok,5,Kota Depok,lag30,133.4997,168.0787,28250.4508,0.66,0.975,"[1, 30]",[],00:00:04,30
Kota_Depok,6,Kota Depok,lag7_roll30,131.8722,171.4898,29408.7674,0.65,0.974,"[1, 7]",[30],00:00:05,30
Kota_Depok,7,Kota Depok,lag14_roll30,131.9814,171.6413,29460.7342,0.65,0.974,"[1, 14]",[30],00:00:05,30
Kota_Depok,8,Kota Depok,lag1_roll30,132.5452,172.0421,29598.4931,0.65,0.9738,[1],[30],00:00:06,30
Kota_Depok,9,Kota Depok,lag30_roll7,138.0517,174.8349,30567.2343,0.68,0.973,"[1, 30]",[7],00:00:05,30
Kota_Depok,10,Kota Depok,lag7,159.3335,195.578,38250.7677,0.78,0.9662,"[1, 7]",[],00:00:04,7
Kota_Depok,11,Kota Depok,lag7_roll7,164.5958,197.6949,39083.2927,0.81,0.9655,"[1, 7]",[7],00:00:05,7
Kota_Depok,12,Kota Depok,lag1,162.5111,200.2352,40094.1193,0.8,0.9646,[1],[],00:00:05,1
Kota_Dumai,1,Kota Dumai,lag1_roll7,174.3663,226.0217,51085.8194,0.9,0.9405,[1],[7],00:00:04,7
Kota_Dumai,2,Kota Dumai,lag7_roll7,201.2162,241.838,58485.6273,1.05,0.9319,"[1, 7]",[7],00:00:05,7
Kota_Dumai,3,Kota Dumai,lag7,199.1908,250.1307,62565.3657,1.03,0.9271,"[1, 7]",[],00:00:04,7
Kota_Dumai,4,Kota Dumai,lag1,203.5387,255.6251,65344.1755,1.05,0.9239,[1],[],00:00:05,1
Kota_Dumai,5,Kota Dumai,lag14_roll30,222.3104,265.5299,70506.1513,1.15,0.9178,"[1, 14]",[30],00:00:04,30
Kota_Dumai,6,Kota Dumai,lag14,218.2202,267.5995,71609.4837,1.13,0.9166,"[1, 14]",[],00:00:05,14
Kota_Dumai,7,Kota Dumai,lag14_roll7,223.2188,274.3398,75262.3066,1.15,0.9123,"[1, 14]",[7],00:00:04,14
Kota_Dumai,8,Kota Dumai,lag7_roll30,231.1668,276.0374,76196.6306,1.2,0.9112,"[1, 7]",[30],00:00:04,30
Kota_Dumai,9,Kota Dumai,lag30_roll7,237.1945,281.4097,79191.4107,1.23,0.9077,"[1, 30]",[7],00:00:05,30
Kota_Dumai,10,Kota Dumai,lag1_roll30,236.3269,283.6571,80461.3554,1.22,0.9062,[1],[30],00:00:04,30
Kota_Dumai,11,Kota Dumai,lag30_roll30,238.8423,285.0952,81279.2579,1.24,0.9053,"[1, 30]",[30],00:00:05,30
Kota_Dumai,12,Kota Dumai,lag30,239.618,285.7644,81661.3077,1.24,0.9048,"[1, 30]",[],00:00:05,30
Kota_Gorontalo,1,Kota Gorontalo,lag14,77.6256,129.3321,16726.7886,0.3,0.9783,"[1, 14]",[],00:00:05,14
Kota_Gorontalo,2,Kota Gorontalo,lag7_roll30,73.5972,131.7051,17346.2244,0.28,0.9775,"[1, 7]",[30],00:00:04,30
Kota_Gorontalo,3,Kota Gorontalo,lag14_roll30,74.7022,132.6169,17587.2424,0.29,0.9772,"[1, 14]",[30],00:00:04,30
Kota_Gorontalo,4,Kota Gorontalo,lag1_roll30,74.4158,132.7822,17631.1133,0.29,0.9771,[1],[30],00:00:04,30
Kota_Gorontalo,5,Kota Gorontalo,lag30,77.6272,134.9573,18213.4598,0.3,0.9764,"[1, 30]",[],00:00:05,30
Kota_Gorontalo,6,Kota Gorontalo,lag30_roll7,78.6202,134.7725,18163.6175,0.3,0.9764,"[1, 30]",[7],00:00:05,30
Kota_Gorontalo,7,Kota Gorontalo,lag30_roll30,82.6304,136.9255,18748.5969,0.32,0.9757,"[1, 30]",[30],00:00:05,30
Kota_Gorontalo,8,Kota Gorontalo,lag1,82.9035,138.9191,19298.5138,0.32,0.975,[1],[],00:00:05,1
Kota_Gorontalo,9,Kota Gorontalo,lag1_roll7,131.7749,171.7613,29501.9566,0.51,0.9617,[1],[7],00:00:04,7
Kota_Gorontalo,10,Kota Gorontalo,lag7_roll7,143.3175,184.4964,34038.9197,0.55,0.9558,"[1, 7]",[7],00:00:05,7
Kota_Gorontalo,11,Kota Gorontalo,lag7,148.2171,188.3604,35479.6308,0.57,0.9539,"[1, 7]",[],00:00:05,7
Kota_Gorontalo,12,Kota Gorontalo,lag14_roll7,166.3992,204.3626,41764.0543,0.64,0.9458,"[1, 14]",[7],00:00:05,14
Kota_Gunung_Sitoli,1,Kota Gunung Sitoli,lag1,103.5683,137.1231,18802.7414,0.46,0.9792,[1],[],00:00:03,1
