city,No,Kota,Eksperimen,LAGS,ROLLS,CV_best_R2,learning_rate,max_depth,max_iter,l2_regularization,min_samples_leaf,Test_R2,Train_Time,CV_Gap
Kota_Kediri,4,Kota Kediri,lag14_roll30,"[1, 14]",[30],0.127549,0.05,1,300,0.0,10,0.9625,00:00:05,30
Kota_Kediri,5,Kota Kediri,lag30,"[1, 30]",[],0.104822,0.05,1,300,0.0,10,0.961,00:00:04,30
Kota_Kediri,6,Kota Kediri,lag30_roll7,"[1, 30]",[7],0.108968,0.05,1,300,0.001,10,0.9603,00:00:05,30
Kota_Kediri,7,Kota Kediri,lag30_roll30,"[1, 30]",[30],0.103109,0.05,1,300,0.0,10,0.9592,00:00:04,30
Kota_Kediri,8,Kota Kediri,lag14_roll7,"[1, 14]",[7],0.205666,0.05,3,150,0.001,30,0.9528,00:00:05,14
Kota_Kediri,9,Kota Kediri,lag14,"[1, 14]",[],0.214818,0.05,3,450,0.001,30,0.9444,00:00:05,14
Kota_Kediri,10,Kota Kediri,lag7,"[1, 7]",[],0.162055,0.03,3,150,0.001,30,0.9335,00:00:05,7
Kota_Kediri,11,Kota Kediri,lag7_roll7,"[1, 7]",[7],0.162741,0.01,3,450,0.0,30,0.9308,00:00:05,7
Kota_Kediri,12,Kota Kediri,lag1,[1],[],0.169415,0.03,3,150,0.001,30,0.904,00:00:05,1
Kota_Kendari,1,Kota Kendari,lag1,[1],[],0.339352,0.05,2,150,0.001,10,0.9386,00:00:04,1
Kota_Kendari,2,Kota Kendari,lag1_roll30,[1],[30],0.096593,0.05,2,150,0.0,30,0.8905,00:00:03,30
Kota_Kendari,3,Kota Kendari,lag14_roll30,"[1, 14]",[30],0.115522,0.05,2,300,0.001,30,0.8735,00:00:04,30
Kota_Kendari,4,Kota Kendari,lag7_roll30,"[1, 7]",[30],0.123874,0.05,2,150,0.0,30,0.8707,00:00:04,30
Kota_Kendari,5,Kota Kendari,lag30_roll30,"[1, 30]",[30],-0.330875,0.01,3,300,0.0,30,0.6775,00:00:04,30
Kota_Kendari,6,Kota Kendari,lag30,"[1, 30]",[],-0.316991,0.01,3,300,0.0,30,0.67,00:00:05,30
Kota_Kendari,7,Kota Kendari,lag30_roll7,"[1, 30]",[7],-0.313095,0.01,3,300,0.0,30,0.6439,00:00:04,30
Kota_Kendari,8,Kota Kendari,lag14_roll7,"[1, 14]",[7],0.115634,0.01,3,300,0.0,10,0.4589,00:00:05,14
Kota_Kendari,9,Kota Kendari,lag14,"[1, 14]",[],0.084812,0.03,1,150,0.001,10,0.2248,00:00:04,14
Kota_Kendari,10,Kota Kendari,lag7_roll7,"[1, 7]",[7],-1.653626,0.01,3,150,0.0,30,-0.7836,00:00:05,7
Kota_Kendari,11,Kota Kendari,lag7,"[1, 7]",[],-1.609288,0.01,3,150,0.001,30,-0.7852,00:00:04,7
Kota_Kendari,12,Kota Kendari,lag1_roll7,[1],[7],-1.32024,0.01,3,150,0.001,30,-0.85,00:00:05,7
Kota_Kupang,1,Kota Kupang,lag14,"[1, 14]",[],0.11687,0.03,3,300,0.001,10,0.9711,00:00:05,14
Kota_Kupang,2,Kota Kupang,lag14_roll7,"[1, 14]",[7],0.201233,0.03,3,450,0.0,10,0.971,00:00:05,14
Kota_Kupang,3,Kota Kupang,lag1_roll7,[1],[7],0.237125,0.05,3,150,0.001,10,0.9612,00:00:05,7
Kota_Kupang,4,Kota Kupang,lag7,"[1, 7]",[],0.241344,0.03,3,450,0.001,10,0.9592,00:00:05,7
Kota_Kupang,5,Kota Kupang,lag30_roll30,"[1, 30]",[30],-0.326105,0.05,1,150,0.0,10,0.9554,00:00:05,30
Kota_Kupang,6,Kota Kupang,lag30,"[1, 30]",[],-0.325715,0.05,1,150,0.0,10,0.9519,00:00:04,30
Kota_Kupang,7,Kota Kupang,lag7_roll30,"[1, 7]",[30],-0.283511,0.03,1,300,0.001,10,0.9512,00:00:05,30
Kota_Kupang,8,Kota Kupang,lag30_roll7,"[1, 30]",[7],-0.331136,0.05,1,150,0.0,10,0.951,00:00:05,30
Kota_Kupang,9,Kota Kupang,lag1_roll30,[1],[30],-0.28908,0.03,1,300,0.0,10,0.9509,00:00:05,30
Kota_Kupang,10,Kota Kupang,lag14_roll30,"[1, 14]",[30],-0.285948,0.03,1,300,0.0,10,0.9506,00:00:05,30
Kota_Kupang,11,Kota Kupang,lag7_roll7,"[1, 7]",[7],0.255042,0.03,3,150,0.001,10,0.9501,00:00:04,7
Kota_Kupang,12,Kota Kupang,lag1,[1],[],0.290594,0.01,3,300,0.0,10,0.8674,00:00:05,1
Kota_Lhokseumawe,1,Kota Lhokseumawe,lag1_roll30,[1],[30],0.198815,0.03,2,450,0.0,10,0.9877,00:00:05,30
Kota_Lhokseumawe,2,Kota Lhokseumawe,lag14_roll30,"[1, 14]",[30],0.194769,0.05,2,300,0.0,10,0.9877,00:00:05,30
Kota_Lhokseumawe,3,Kota Lhokseumawe,lag1_roll7,[1],[7],0.254464,0.05,1,300,0.001,10,0.9873,00:00:05,7
Kota_Lhokseumawe,4,Kota Lhokseumawe,lag30_roll30,"[1, 30]",[30],0.185098,0.03,2,150,0.001,10,0.9873,00:00:05,30
Kota_Lhokseumawe,5,Kota Lhokseumawe,lag7_roll30,"[1, 7]",[30],0.201665,0.03,2,450,0.001,10,0.9864,00:00:05,30
Kota_Lhokseumawe,6,Kota Lhokseumawe,lag14,"[1, 14]",[],0.208712,0.05,2,300,0.001,10,0.986,00:00:05,14
Kota_Lhokseumawe,7,Kota Lhokseumawe,lag14_roll7,"[1, 14]",[7],0.210181,0.01,2,450,0.0,10,0.9857,00:00:05,14
Kota_Lhokseumawe,8,Kota Lhokseumawe,lag30_roll7,"[1, 30]",[7],0.195792,0.03,1,300,0.0,10,0.981,00:00:05,30
Kota_Lhokseumawe,9,Kota Lhokseumawe,lag7_roll7,"[1, 7]",[7],0.228892,0.03,1,300,0.0,10,0.9776,00:00:05,7
Kota_Lhokseumawe,10,Kota Lhokseumawe,lag7,"[1, 7]",[],0.230627,0.03,2,450,0.0,10,0.9775,00:00:05,7
Kota_Lhokseumawe,11,Kota Lhokseumawe,lag30,"[1, 30]",[],0.187527,0.03,1,300,0.0,10,0.9769,00:00:05,30
Kota_Lhokseumawe,12,Kota Lhokseumawe,lag1,[1],[],0.209529,0.05,2,450,0.0,30,0.9692,00:00:05,1
Kota_Madiun,1,Kota Madiun,lag14,"[1, 14]",[],0.097664,0.03,1,450,0.001,30,0.98,00:00:05,14
Kota_Madiun,2,Kota Madiun,lag30,"[1, 30]",[],0.118781,0.03,2,450,0.0,10,0.9789,00:00:05,30
Kota_Madiun,3,Kota Madiun,lag7,"[1, 7]",[],0.0946,0.03,1,450,0.001,30,0.9757,00:00:06,7
Kota_Madiun,4,Kota Madiun,lag1_roll30,[1],[30],0.025707,0.03,1,450,0.0,30,0.9739,00:00:04,30
Kota_Madiun,5,Kota Madiun,lag1,[1],[],0.13943,0.03,2,300,0.001,10,0.9736,00:00:05,1
Kota_Madiun,6,Kota Madiun,lag7_roll7,"[1, 7]",[7],0.098459,0.05,1,300,0.001,30,0.9721,00:00:04,7
Kota_Madiun,7,Kota Madiun,lag14_roll30,"[1, 14]",[30],0.030098,0.03,1,450,0.001,30,0.9709,00:00:05,30
Kota_Madiun,8,Kota Madiun,lag14_roll7,"[1, 14]",[7],0.098587,0.03,1,450,0.001,30,0.9685,00:00:05,14
Kota_Madiun,9,Kota Madiun,lag30_roll30,"[1, 30]",[30],0.113288,0.05,2,300,0.0,10,0.9676,00:00:05,30
Kota_Madiun,10,Kota Madiun,lag30_roll7,"[1, 30]",[7],0.124772,0.03,2,450,0.001,10,0.9622,00:00:05,30
Kota_Madiun,11,Kota Madiun,lag7_roll30,"[1, 7]",[30],0.024214,0.03,1,450,0.001,30,0.9579,00:00:04,30
Kota_Madiun,12,Kota Madiun,lag1_roll7,[1],[7],0.112899,0.05,3,300,0.0,30,0.9238,00:00:05,7
Kota_Makassar,1,Kota Makassar,lag30_roll7,"[1, 30]",[7],-0.947981,0.03,1,300,0.001,10,0.9638,00:00:04,30
Kota_Makassar,2,Kota Makassar,lag1_roll7,[1],[7],-1.038556,0.03,1,450,0.001,10,0.9608,00:00:05,7
Kota_Makassar,3,Kota Makassar,lag7_roll7,"[1, 7]",[7],-1.046307,0.03,1,450,0.001,10,0.9594,00:00:05,7
Kota_Makassar,4,Kota Makassar,lag30_roll30,"[1, 30]",[30],-0.816325,0.05,1,450,0.001,10,0.9586,00:00:04,30
Kota_Makassar,5,Kota Makassar,lag7,"[1, 7]",[],-1.05924,0.03,1,450,0.001,10,0.9582,00:00:05,7
Kota_Makassar,6,Kota Makassar,lag14_roll7,"[1, 14]",[7],-1.165193,0.05,1,450,0.0,10,0.9574,00:00:04,14
Kota_Makassar,7,Kota Makassar,lag1,[1],[],-1.024476,0.01,2,450,0.001,10,0.9567,00:00:05,1
Kota_Makassar,8,Kota Makassar,lag30,"[1, 30]",[],-0.838062,0.05,1,150,0.0,30,0.9555,00:00:04,30
Kota_Makassar,9,Kota Makassar,lag14,"[1, 14]",[],-1.065659,0.05,2,300,0.001,10,0.9546,00:00:05,14
Kota_Makassar,10,Kota Makassar,lag7_roll30,"[1, 7]",[30],-0.509684,0.03,1,450,0.0,30,0.9471,00:00:04,30
Kota_Makassar,11,Kota Makassar,lag1_roll30,[1],[30],-0.510635,0.03,1,450,0.0,30,0.9451,00:00:04,30
Kota_Makassar,12,Kota Makassar,lag14_roll30,"[1, 14]",[30],-0.511161,0.03,1,450,0.001,30,0.9449,00:00:04,30
Kota_Malang,1,Kota Malang,lag1_roll30,[1],[30],-0.061167,0.03,1,300,0.0,10,0.8955,00:00:05,30
Kota_Malang,2,Kota Malang,lag14_roll30,"[1, 14]",[30],-0.062348,0.03,1,300,0.001,10,0.8951,00:00:05,30
Kota_Malang,3,Kota Malang,lag7_roll30,"[1, 7]",[30],-0.063115,0.03,1,300,0.001,10,0.8944,00:00:05,30
Kota_Malang,4,Kota Malang,lag14_roll7,"[1, 14]",[7],0.05576,0.03,3,150,0.0,30,0.8899,00:00:05,14
Kota_Malang,5,Kota Malang,lag14,"[1, 14]",[],0.055388,0.01,2,450,0.001,30,0.8833,00:00:05,14
Kota_Malang,6,Kota Malang,lag7,"[1, 7]",[],0.104087,0.01,2,300,0.0,10,0.7941,00:00:04,7
Kota_Malang,7,Kota Malang,lag7_roll7,"[1, 7]",[7],0.02614,0.01,2,300,0.001,30,0.7936,00:00:04,7
Kota_Malang,8,Kota Malang,lag1_roll7,[1],[7],0.048846,0.01,2,300,0.0,30,0.7911,00:00:05,7
Kota_Malang,9,Kota Malang,lag1,[1],[],0.152416,0.01,2,300,0.001,10,0.7837,00:00:04,1
Kota_Malang,10,Kota Malang,lag30_roll30,"[1, 30]",[30],0.002795,0.03,1,300,0.001,10,0.7735,00:00:05,30
Kota_Malang,11,Kota Malang,lag30,"[1, 30]",[],0.003745,0.03,1,300,0.001,10,0.7731,00:00:04,30
Kota_Malang,12,Kota Malang,lag30_roll7,"[1, 30]",[7],0.017321,0.05,1,150,0.0,10,0.7371,00:00:04,30
Kota_Maluku,1,Kota Maluku,lag1,[1],[],0.436099,0.03,1,450,0.001,10,0.9892,00:00:10,1
Kota_Maluku,2,Kota Maluku,lag14_roll7,"[1, 14]",[7],0.180472,0.05,1,450,0.0,30,0.985,00:00:04,14
Kota_Maluku,3,Kota Maluku,lag7_roll7,"[1, 7]",[7],0.337607,0.05,1,150,0.001,10,0.9839,00:00:04,7
Kota_Maluku,4,Kota Maluku,lag7,"[1, 7]",[],0.336251,0.05,1,150,0.0,10,0.9823,00:00:04,7
Kota_Maluku,5,Kota Maluku,lag14,"[1, 14]",[],0.172299,0.01,1,450,0.001,10,0.9113,00:00:04,14
Kota_Maluku,6,Kota Maluku,lag7_roll30,"[1, 7]",[30],-0.146777,0.03,1,450,0.001,10,0.6579,00:00:04,30
Kota_Maluku,7,Kota Maluku,lag30_roll30,"[1, 30]",[30],-0.144249,0.05,3,150,0.001,10,0.5847,00:00:04,30
Kota_Maluku,8,Kota Maluku,lag14_roll30,"[1, 14]",[30],-0.145797,0.03,1,450,0.001,10,0.5134,00:00:05,30
Kota_Maluku,9,Kota Maluku,lag1_roll30,[1],[30],-0.145994,0.03,1,450,0.001,10,0.5096,00:00:04,30
Kota_Maluku,10,Kota Maluku,lag30,"[1, 30]",[],-0.147106,0.05,1,300,0.0,10,0.5047,00:00:04,30
Kota_Maluku,11,Kota Maluku,lag30_roll7,"[1, 30]",[7],-0.132235,0.05,3,150,0.0,10,0.4617,00:00:04,30
Kota_Maluku,12,Kota Maluku,lag1_roll7,[1],[7],0.188506,0.05,3,150,0.0,30,-0.2683,00:00:04,7
Kota_Mamuju,1,Kota Mamuju,lag30_roll7,"[1, 30]",[7],0.264913,0.03,1,450,0.001,10,0.9569,00:00:05,30
Kota_Mamuju,2,Kota Mamuju,lag7_roll30,"[1, 7]",[30],0.246204,0.03,1,300,0.0,10,0.9557,00:00:05,30
Kota_Mamuju,3,Kota Mamuju,lag14_roll30,"[1, 14]",[30],0.24772,0.03,1,300,0.0,10,0.9554,00:00:05,30
Kota_Mamuju,4,Kota Mamuju,lag1_roll7,[1],[7],0.287411,0.05,1,300,0.0,10,0.9548,00:00:04,7
Kota_Mamuju,5,Kota Mamuju,lag14,"[1, 14]",[],0.314176,0.05,1,450,0.001,10,0.9524,00:00:06,14
Kota_Mamuju,6,Kota Mamuju,lag30,"[1, 30]",[],0.264663,0.05,1,300,0.0,10,0.9522,00:00:05,30
Kota_Mamuju,7,Kota Mamuju,lag7_roll7,"[1, 7]",[7],0.344077,0.03,3,450,0.0,10,0.9521,00:00:05,7
Kota_Mamuju,8,Kota Mamuju,lag30_roll30,"[1, 30]",[30],0.263661,0.05,1,300,0.0,10,0.9519,00:00:04,30
Kota_Mamuju,9,Kota Mamuju,lag14_roll7,"[1, 14]",[7],0.313211,0.05,1,300,0.0,10,0.9515,00:00:05,14
Kota_Mamuju,10,Kota Mamuju,lag7,"[1, 7]",[],0.345279,0.05,3,150,0.001,10,0.949,00:00:04,7
Kota_Mamuju,11,Kota Mamuju,lag1_roll30,[1],[30],0.244395,0.05,1,150,0.0,10,0.9436,00:00:06,30
Kota_Mamuju,12,Kota Mamuju,lag1,[1],[],0.392915,0.05,2,300,0.001,10,0.9429,00:00:04,1
Kota_Manado,1,Kota Manado,lag14_roll30,"[1, 14]",[30],-0.635959,0.05,1,450,0.0,10,0.961,00:00:05,30
Kota_Manado,2,Kota Manado,lag1_roll30,[1],[30],-0.635045,0.05,1,450,0.0,10,0.9609,00:00:05,30
Kota_Manado,3,Kota Manado,lag7_roll30,"[1, 7]",[30],-0.635554,0.05,1,450,0.0,10,0.9604,00:00:05,30
Kota_Manado,4,Kota Manado,lag14,"[1, 14]",[],-0.358674,0.05,1,300,0.0,10,0.9584,00:00:04,14
Kota_Manado,5,Kota Manado,lag14_roll7,"[1, 14]",[7],-0.342906,0.05,1,450,0.001,10,0.9577,00:00:05,14
Kota_Manado,6,Kota Manado,lag7,"[1, 7]",[],-0.35945,0.05,1,450,0.0,10,0.9571,00:00:04,7
Kota_Manado,7,Kota Manado,lag30,"[1, 30]",[],-0.514891,0.05,2,150,0.0,10,0.956,00:00:04,30
Kota_Manado,8,Kota Manado,lag30_roll30,"[1, 30]",[30],-0.481701,0.05,1,450,0.0,10,0.9539,00:00:05,30
Kota_Manado,9,Kota Manado,lag30_roll7,"[1, 30]",[7],-0.463021,0.05,1,450,0.0,10,0.9525,00:00:05,30
Kota_Manado,10,Kota Manado,lag1,[1],[],-0.307356,0.05,1,300,0.001,10,0.952,00:00:05,1
Kota_Manado,11,Kota Manado,lag7_roll7,"[1, 7]",[7],-0.310263,0.03,3,150,0.001,10,0.9461,00:00:04,7
Kota_Manado,12,Kota Manado,lag1_roll7,[1],[7],-0.310497,0.03,3,150,0.0,10,0.9451,00:00:04,7
Kota_Mataram,1,Kota Mataram,lag14_roll7,"[1, 14]",[7],0.187619,0.05,1,300,0.0,10,0.8933,00:00:05,14
Kota_Mataram,2,Kota Mataram,lag1,[1],[],0.238255,0.05,1,300,0.0,10,0.8927,00:00:05,1
Kota_Mataram,3,Kota Mataram,lag1_roll30,[1],[30],-0.01453,0.05,1,300,0.001,10,0.8903,00:00:05,30
Kota_Mataram,4,Kota Mataram,lag14_roll30,"[1, 14]",[30],-0.00978,0.05,1,300,0.001,10,0.8902,00:00:05,30
Kota_Mataram,5,Kota Mataram,lag7_roll30,"[1, 7]",[30],-0.016681,0.05,1,300,0.001,10,0.89,00:00:05,30
Kota_Mataram,6,Kota Mataram,lag30_roll7,"[1, 30]",[7],0.064682,0.03,2,300,0.001,30,0.8892,00:00:05,30
Kota_Mataram,7,Kota Mataram,lag30,"[1, 30]",[],0.06787,0.03,2,300,0.001,30,0.885,00:00:05,30
Kota_Mataram,8,Kota Mataram,lag1_roll7,[1],[7],0.152829,0.03,2,150,0.0,10,0.869,00:00:05,7
Kota_Mataram,9,Kota Mataram,lag14,"[1, 14]",[],0.168414,0.03,3,150,0.0,10,0.8638,00:00:04,14
Kota_Mataram,10,Kota Mataram,lag30_roll30,"[1, 30]",[30],0.034117,0.05,1,150,0.0,30,0.8523,00:00:05,30
Kota_Mataram,11,Kota Mataram,lag7_roll7,"[1, 7]",[7],0.181372,0.03,2,150,0.0,10,0.8462,00:00:05,7
Kota_Mataram,12,Kota Mataram,lag7,"[1, 7]",[],0.178694,0.03,2,150,0.0,10,0.8449,00:00:05,7
Kota_Maumere,1,Kota Maumere,lag14_roll30,"[1, 14]",[30],-0.221408,0.05,1,150,0.0,10,0.9549,00:00:05,30
Kota_Maumere,2,Kota Maumere,lag7_roll30,"[1, 7]",[30],-0.206982,0.05,1,450,0.001,10,0.9543,00:00:05,30
Kota_Maumere,3,Kota Maumere,lag1_roll30,[1],[30],-0.194519,0.05,2,300,0.0,10,0.9542,00:00:04,30
Kota_Maumere,4,Kota Maumere,lag14,"[1, 14]",[],-0.13509,0.03,1,300,0.0,10,0.9507,00:00:04,14
Kota_Maumere,5,Kota Maumere,lag30_roll30,"[1, 30]",[30],-0.209034,0.05,1,150,0.0,10,0.9468,00:00:05,30
Kota_Maumere,6,Kota Maumere,lag14_roll7,"[1, 14]",[7],-0.135128,0.03,1,450,0.0,10,0.9448,00:00:04,14
Kota_Maumere,7,Kota Maumere,lag7,"[1, 7]",[],-0.087175,0.05,1,450,0.001,10,0.9446,00:00:04,7
Kota_Maumere,8,Kota Maumere,lag7_roll7,"[1, 7]",[7],-0.089945,0.05,1,450,0.001,10,0.9429,00:00:05,7
Kota_Maumere,9,Kota Maumere,lag30_roll7,"[1, 30]",[7],-0.192842,0.05,1,450,0.001,10,0.9372,00:00:04,30
Kota_Maumere,10,Kota Maumere,lag1_roll7,[1],[7],-0.10061,0.05,1,450,0.001,10,0.9366,00:00:05,7
Kota_Maumere,11,Kota Maumere,lag1,[1],[],-0.074484,0.03,1,450,0.001,10,0.9361,00:00:05,1
Kota_Maumere,12,Kota Maumere,lag30,"[1, 30]",[],-0.188124,0.05,1,450,0.0,10,0.9351,00:00:05,30
Kota_Medan,1,Kota Medan,lag30_roll7,"[1, 30]",[7],-0.139423,0.05,1,300,0.0,30,0.9338,00:00:05,30
Kota_Medan,2,Kota Medan,lag30,"[1, 30]",[],-0.138406,0.05,1,300,0.0,30,0.9275,00:00:04,30
Kota_Medan,3,Kota Medan,lag30_roll30,"[1, 30]",[30],-0.137929,0.05,1,300,0.001,30,0.9274,00:00:05,30
Kota_Medan,4,Kota Medan,lag14,"[1, 14]",[],-0.00693,0.05,1,450,0.001,30,0.866,00:00:05,14
Kota_Medan,5,Kota Medan,lag7_roll7,"[1, 7]",[7],-0.008292,0.05,1,450,0.0,30,0.8631,00:00:05,7
Kota_Medan,6,Kota Medan,lag7,"[1, 7]",[],-0.005346,0.05,1,450,0.001,30,0.862,00:00:05,7
Kota_Medan,7,Kota Medan,lag1_roll7,[1],[7],-0.009632,0.05,1,450,0.0,30,0.8559,00:00:05,7
Kota_Medan,8,Kota Medan,lag14_roll7,"[1, 14]",[7],-0.01856,0.05,2,450,0.0,30,0.8506,00:00:05,14
Kota_Medan,9,Kota Medan,lag1_roll30,[1],[30],-0.097108,0.05,2,150,0.0,10,0.8435,00:00:04,30
Kota_Medan,10,Kota Medan,lag14_roll30,"[1, 14]",[30],-0.093415,0.05,2,150,0.0,10,0.8373,00:00:04,30
Kota_Medan,11,Kota Medan,lag7_roll30,"[1, 7]",[30],-0.094079,0.05,2,150,0.0,10,0.8189,00:00:04,30
Kota_Medan,12,Kota Medan,lag1,[1],[],0.188003,0.01,3,300,0.001,10,0.6786,00:00:05,1
Kota_Metro,1,Kota Metro,lag7_roll7,"[1, 7]",[7],0.047367,0.05,1,450,0.001,10,0.9924,00:00:06,7
Kota_Metro,2,Kota Metro,lag14_roll7,"[1, 14]",[7],0.017274,0.05,1,450,0.001,10,0.9923,00:00:05,14
Kota_Metro,3,Kota Metro,lag7,"[1, 7]",[],0.047087,0.05,1,450,0.0,10,0.9921,00:00:05,7
Kota_Metro,4,Kota Metro,lag14,"[1, 14]",[],0.01742,0.03,1,450,0.0,10,0.9921,00:00:05,14
Kota_Metro,5,Kota Metro,lag1,[1],[],0.065109,0.05,3,150,0.0,10,0.9918,00:00:05,1
Kota_Metro,6,Kota Metro,lag30_roll30,"[1, 30]",[30],-0.039522,0.03,1,450,0.001,10,0.9917,00:00:06,30
Kota_Metro,7,Kota Metro,lag30,"[1, 30]",[],-0.038417,0.05,1,450,0.001,10,0.9916,00:00:05,30
Kota_Metro,8,Kota Metro,lag30_roll7,"[1, 30]",[7],-0.037628,0.05,1,450,0.0,10,0.9915,00:00:06,30
Kota_Metro,9,Kota Metro,lag7_roll30,"[1, 7]",[30],0.011952,0.03,1,450,0.0,10,0.9913,00:00:06,30
Kota_Metro,10,Kota Metro,lag14_roll30,"[1, 14]",[30],0.012578,0.03,1,450,0.0,10,0.991,00:00:06,30
Kota_Metro,11,Kota Metro,lag1_roll7,[1],[7],0.06499,0.05,1,450,0.001,10,0.9905,00:00:05,7
Kota_Metro,12,Kota Metro,lag1_roll30,[1],[30],0.012908,0.05,1,450,0.001,10,0.9893,00:00:06,30
Kota_Meulaboh,1,Kota Meulaboh,lag14,"[1, 14]",[],0.057741,0.05,1,450,0.001,10,0.9844,00:00:05,14
Kota_Meulaboh,2,Kota Meulaboh,lag14_roll7,"[1, 14]",[7],0.073122,0.05,1,450,0.001,10,0.9834,00:00:05,14
Kota_Meulaboh,3,Kota Meulaboh,lag7_roll7,"[1, 7]",[7],0.107836,0.05,1,450,0.0,10,0.9831,00:00:04,7
Kota_Meulaboh,4,Kota Meulaboh,lag7,"[1, 7]",[],0.113135,0.05,1,450,0.0,10,0.9828,00:00:04,7
Kota_Meulaboh,5,Kota Meulaboh,lag7_roll30,"[1, 7]",[30],0.05316,0.05,1,450,0.0,10,0.9824,00:00:05,30
Kota_Meulaboh,6,Kota Meulaboh,lag1_roll7,[1],[7],0.103538,0.05,1,450,0.0,10,0.9822,00:00:05,7
Kota_Meulaboh,7,Kota Meulaboh,lag1,[1],[],0.07441,0.05,1,300,0.0,10,0.9811,00:00:05,1
Kota_Meulaboh,8,Kota Meulaboh,lag14_roll30,"[1, 14]",[30],0.051488,0.05,3,450,0.001,30,0.9811,00:00:07,30
Kota_Meulaboh,9,Kota Meulaboh,lag30,"[1, 30]",[],0.013306,0.05,1,300,0.0,30,0.9805,00:00:05,30
Kota_Meulaboh,10,Kota Meulaboh,lag30_roll30,"[1, 30]",[30],0.023392,0.05,1,450,0.0,30,0.9793,00:00:07,30
Kota_Meulaboh,11,Kota Meulaboh,lag30_roll7,"[1, 30]",[7],0.004326,0.05,1,450,0.001,30,0.9781,00:00:05,30
Kota_Meulaboh,12,Kota Meulaboh,lag1_roll30,[1],[30],0.052094,0.05,2,450,0.001,30,0.9762,00:00:05,30
Kota_Padang,1,Kota Padang,lag1_roll30,[1],[30],0.223773,0.03,1,450,0.001,10,0.9888,00:00:05,30
Kota_Padang,2,Kota Padang,lag30_roll7,"[1, 30]",[7],0.179631,0.03,1,300,0.0,10,0.9806,00:00:05,30
Kota_Padang,3,Kota Padang,lag30,"[1, 30]",[],0.17964,0.03,1,300,0.0,10,0.9804,00:00:05,30
Kota_Padang,4,Kota Padang,lag30_roll30,"[1, 30]",[30],0.179052,0.03,1,300,0.0,10,0.9804,00:00:05,30
Kota_Padang,5,Kota Padang,lag14_roll30,"[1, 14]",[30],0.219587,0.03,1,300,0.001,10,0.9798,00:00:05,30
Kota_Padang,6,Kota Padang,lag7_roll30,"[1, 7]",[30],0.221877,0.03,1,300,0.0,10,0.9797,00:00:05,30
Kota_Padang,7,Kota Padang,lag14,"[1, 14]",[],0.182641,0.03,1,300,0.0,30,0.9779,00:00:05,14
Kota_Padang,8,Kota Padang,lag14_roll7,"[1, 14]",[7],0.182483,0.03,1,300,0.0,30,0.9779,00:00:05,14
Kota_Padang,9,Kota Padang,lag7,"[1, 7]",[],0.19818,0.01,3,300,0.001,10,0.9451,00:00:06,7
Kota_Padang,10,Kota Padang,lag7_roll7,"[1, 7]",[7],0.200635,0.01,3,300,0.001,10,0.9445,00:00:06,7
Kota_Padang,11,Kota Padang,lag1,[1],[],0.242452,0.01,3,300,0.0,10,0.9334,00:00:05,1
Kota_Padang,12,Kota Padang,lag1_roll7,[1],[7],0.22459,0.01,3,300,0.001,10,0.9319,00:00:05,7
Kota_Padang_Sidempuan,1,Kota Padang Sidempuan,lag1,[1],[],0.163546,0.01,3,450,0.0,10,0.645,00:00:05,1
Kota_Padang_Sidempuan,2,Kota Padang Sidempuan,lag30,"[1, 30]",[],0.235198,0.03,1,300,0.001,30,0.6144,00:00:04,30
Kota_Padang_Sidempuan,3,Kota Padang Sidempuan,lag14_roll7,"[1, 14]",[7],0.257101,0.03,1,300,0.001,30,0.6,00:00:05,14
Kota_Padang_Sidempuan,4,Kota Padang Sidempuan,lag14,"[1, 14]",[],0.258953,0.03,1,300,0.001,30,0.5987,00:00:05,14
Kota_Padang_Sidempuan,5,Kota Padang Sidempuan,lag1_roll7,[1],[7],0.279048,0.03,2,450,0.001,10,0.5923,00:00:05,7
Kota_Padang_Sidempuan,6,Kota Padang Sidempuan,lag7,"[1, 7]",[],0.272485,0.03,1,300,0.001,30,0.567,00:00:05,7
Kota_Padang_Sidempuan,7,Kota Padang Sidempuan,lag7_roll7,"[1, 7]",[7],0.272561,0.03,1,300,0.001,30,0.562,00:00:05,7
Kota_Padang_Sidempuan,8,Kota Padang Sidempuan,lag30_roll30,"[1, 30]",[30],0.237885,0.03,1,450,0.0,10,0.5317,00:00:05,30
Kota_Padang_Sidempuan,9,Kota Padang Sidempuan,lag7_roll30,"[1, 7]",[30],0.246909,0.05,1,450,0.001,10,0.5231,00:00:06,30
Kota_Padang_Sidempuan,10,Kota Padang Sidempuan,lag14_roll30,"[1, 14]",[30],0.248393,0.05,1,450,0.001,10,0.5195,00:00:05,30
Kota_Padang_Sidempuan,11,Kota Padang Sidempuan,lag30_roll7,"[1, 30]",[7],0.195518,0.03,1,450,0.001,10,0.5154,00:00:05,30
Kota_Padang_Sidempuan,12,Kota Padang Sidempuan,lag1_roll30,[1],[30],0.246111,0.05,1,450,0.001,10,0.5101,00:00:05,30
Kota_Palangkaraya,1,Kota Palangkaraya,lag30_roll7,"[1, 30]",[7],-0.260272,0.05,1,450,0.001,30,0.9681,00:00:05,30
Kota_Palangkaraya,2,Kota Palangkaraya,lag30,"[1, 30]",[],-0.261788,0.05,1,450,0.001,30,0.9655,00:00:05,30
