city,No,Kota,Eksperimen,LAGS,ROLLS,CV_best_R2,learning_rate,max_depth,max_iter,l2_regularization,min_samples_leaf,Test_R2,Train_Time,CV_Gap
Kota_Bau_-_Bau,9,Kota Bau - Bau,lag14,"[1, 14]",[],0.38498,0.01,3,150,0.0,10,0.7296,00:00:03,14
Kota_Bau_-_Bau,10,Kota Bau - Bau,lag14_roll7,"[1, 14]",[7],0.401605,0.01,3,150,0.0,10,0.7296,00:00:04,14
Kota_Bau_-_Bau,11,Kota Bau - Bau,lag7_roll7,"[1, 7]",[7],0.414867,0.01,3,150,0.001,10,0.7222,00:00:04,7
Kota_Bau_-_Bau,12,Kota Bau - Bau,lag7,"[1, 7]",[],0.388831,0.01,3,150,0.001,10,0.7215,00:00:05,7
Kota_Bekasi,1,Kota Bekasi,lag1_roll7,[1],[7],-0.006074,0.05,3,300,0.001,30,0.9913,00:00:05,7
Kota_Bekasi,2,Kota Bekasi,lag14,"[1, 14]",[],-0.007635,0.03,3,150,0.0,10,0.9909,00:00:05,14
Kota_Bekasi,3,Kota Bekasi,lag14_roll7,"[1, 14]",[7],-0.007426,0.03,2,300,0.001,10,0.9909,00:00:05,14
Kota_Bekasi,4,Kota Bekasi,lag7_roll7,"[1, 7]",[7],-0.026525,0.03,2,450,0.001,30,0.9903,00:00:05,7
Kota_Bekasi,5,Kota Bekasi,lag7_roll30,"[1, 7]",[30],-0.140265,0.05,1,300,0.0,10,0.9899,00:00:05,30
Kota_Bekasi,6,Kota Bekasi,lag30,"[1, 30]",[],-0.115423,0.03,1,450,0.0,10,0.9896,00:00:05,30
Kota_Bekasi,7,Kota Bekasi,lag30_roll30,"[1, 30]",[30],-0.118768,0.03,1,450,0.0,10,0.9896,00:00:05,30
Kota_Bekasi,8,Kota Bekasi,lag30_roll7,"[1, 30]",[7],-0.116162,0.03,1,450,0.001,10,0.9894,00:00:05,30
Kota_Bekasi,9,Kota Bekasi,lag1_roll30,[1],[30],-0.134587,0.03,1,450,0.001,10,0.9894,00:00:05,30
Kota_Bekasi,10,Kota Bekasi,lag14_roll30,"[1, 14]",[30],-0.13556,0.03,1,450,0.001,10,0.9892,00:00:05,30
Kota_Bekasi,11,Kota Bekasi,lag7,"[1, 7]",[],-0.031157,0.03,2,450,0.0,30,0.9886,00:00:05,7
Kota_Bekasi,12,Kota Bekasi,lag1,[1],[],0.010846,0.01,3,300,0.0,30,0.9835,00:00:05,1
Kota_Bengkulu,1,Kota Bengkulu,lag1_roll7,[1],[7],0.045677,0.05,1,300,0.0,10,0.9748,00:00:04,7
Kota_Bengkulu,2,Kota Bengkulu,lag14_roll7,"[1, 14]",[7],0.020536,0.03,1,450,0.0,10,0.9734,00:00:04,14
Kota_Bengkulu,3,Kota Bengkulu,lag7,"[1, 7]",[],0.040043,0.03,1,300,0.0,10,0.9622,00:00:04,7
Kota_Bengkulu,4,Kota Bengkulu,lag14,"[1, 14]",[],0.017325,0.03,1,300,0.0,10,0.9612,00:00:04,14
Kota_Bengkulu,5,Kota Bengkulu,lag7_roll7,"[1, 7]",[7],0.041767,0.03,1,300,0.001,10,0.9612,00:00:04,7
Kota_Bengkulu,6,Kota Bengkulu,lag1,[1],[],0.048017,0.03,1,300,0.0,10,0.9591,00:00:04,1
Kota_Bengkulu,7,Kota Bengkulu,lag30_roll7,"[1, 30]",[7],-0.039711,0.05,1,150,0.0,10,0.9478,00:00:05,30
Kota_Bengkulu,8,Kota Bengkulu,lag30,"[1, 30]",[],-0.041177,0.05,1,150,0.0,10,0.947,00:00:04,30
Kota_Bengkulu,9,Kota Bengkulu,lag30_roll30,"[1, 30]",[30],-0.040367,0.05,1,150,0.0,10,0.9469,00:00:04,30
Kota_Bengkulu,10,Kota Bengkulu,lag1_roll30,[1],[30],-0.016444,0.05,1,150,0.0,10,0.9419,00:00:04,30
Kota_Bengkulu,11,Kota Bengkulu,lag7_roll30,"[1, 7]",[30],-0.0164,0.05,1,150,0.0,10,0.9419,00:00:04,30
Kota_Bengkulu,12,Kota Bengkulu,lag14_roll30,"[1, 14]",[30],-0.02677,0.05,1,150,0.0,10,0.9419,00:00:04,30
Kota_Bima,1,Kota Bima,lag7_roll7,"[1, 7]",[7],0.379453,0.05,1,450,0.0,10,0.9909,00:00:04,7
Kota_Bima,2,Kota Bima,lag7_roll30,"[1, 7]",[30],0.219589,0.05,1,450,0.001,10,0.9906,00:00:05,30
Kota_Bima,3,Kota Bima,lag1_roll30,[1],[30],0.220441,0.05,1,450,0.0,10,0.9898,00:00:04,30
Kota_Bima,4,Kota Bima,lag1_roll7,[1],[7],0.29891,0.03,1,450,0.0,10,0.9893,00:00:04,7
Kota_Bima,5,Kota Bima,lag14_roll7,"[1, 14]",[7],0.289272,0.03,1,450,0.001,10,0.9877,00:00:05,14
Kota_Bima,6,Kota Bima,lag30_roll30,"[1, 30]",[30],0.227549,0.05,1,450,0.001,10,0.9873,00:00:04,30
Kota_Bima,7,Kota Bima,lag30_roll7,"[1, 30]",[7],0.217642,0.05,2,450,0.0,10,0.9836,00:00:04,30
Kota_Bima,8,Kota Bima,lag14,"[1, 14]",[],0.263179,0.05,2,300,0.0,10,0.9822,00:00:04,14
Kota_Bima,9,Kota Bima,lag14_roll30,"[1, 14]",[30],0.22179,0.05,2,300,0.001,10,0.9806,00:00:05,30
Kota_Bima,10,Kota Bima,lag30,"[1, 30]",[],0.177022,0.05,1,150,0.0,10,0.9762,00:00:04,30
Kota_Bima,11,Kota Bima,lag7,"[1, 7]",[],0.350568,0.01,3,450,0.0,10,0.9658,00:00:04,7
Kota_Bima,12,Kota Bima,lag1,[1],[],0.264704,0.01,3,300,0.0,10,0.9186,00:00:04,1
Kota_Blitar,1,Kota Blitar,lag1,[1],[],0.280124,0.05,1,150,0.001,10,0.9571,00:00:04,1
Kota_Blitar,2,Kota Blitar,lag14,"[1, 14]",[],0.234228,0.05,2,450,0.001,30,0.9566,00:00:05,14
Kota_Blitar,3,Kota Blitar,lag14_roll7,"[1, 14]",[7],0.238804,0.03,2,450,0.001,30,0.9558,00:00:05,14
Kota_Blitar,4,Kota Blitar,lag7,"[1, 7]",[],0.268827,0.03,3,300,0.001,30,0.9455,00:00:04,7
Kota_Blitar,5,Kota Blitar,lag7_roll7,"[1, 7]",[7],0.261503,0.05,1,150,0.001,30,0.9401,00:00:04,7
Kota_Blitar,6,Kota Blitar,lag1_roll30,[1],[30],0.158794,0.03,1,300,0.0,10,0.9146,00:00:04,30
Kota_Blitar,7,Kota Blitar,lag1_roll7,[1],[7],0.274685,0.05,1,450,0.0,30,0.9024,00:00:04,7
Kota_Blitar,8,Kota Blitar,lag30,"[1, 30]",[],0.135114,0.05,1,300,0.0,10,0.8983,00:00:04,30
Kota_Blitar,9,Kota Blitar,lag30_roll7,"[1, 30]",[7],0.138022,0.05,1,300,0.001,10,0.8983,00:00:05,30
Kota_Blitar,10,Kota Blitar,lag30_roll30,"[1, 30]",[30],0.153624,0.05,1,450,0.001,10,0.8983,00:00:05,30
Kota_Blitar,11,Kota Blitar,lag14_roll30,"[1, 14]",[30],0.165968,0.05,1,450,0.0,10,0.8853,00:00:04,30
Kota_Blitar,12,Kota Blitar,lag7_roll30,"[1, 7]",[30],0.160109,0.05,1,450,0.0,10,0.8821,00:00:05,30
Kota_Bogor,1,Kota Bogor,lag30_roll30,"[1, 30]",[30],0.169756,0.05,1,300,0.0,10,0.9935,00:00:05,30
Kota_Bogor,2,Kota Bogor,lag14_roll7,"[1, 14]",[7],0.19061,0.03,1,450,0.0,10,0.9933,00:00:04,14
Kota_Bogor,3,Kota Bogor,lag1_roll30,[1],[30],0.156162,0.05,1,450,0.001,10,0.9933,00:00:05,30
Kota_Bogor,4,Kota Bogor,lag7_roll30,"[1, 7]",[30],0.160336,0.05,1,450,0.0,10,0.9931,00:00:05,30
Kota_Bogor,5,Kota Bogor,lag14,"[1, 14]",[],0.19306,0.03,1,450,0.001,10,0.9926,00:00:04,14
Kota_Bogor,6,Kota Bogor,lag14_roll30,"[1, 14]",[30],0.15568,0.03,1,450,0.001,10,0.9924,00:00:05,30
Kota_Bogor,7,Kota Bogor,lag30_roll7,"[1, 30]",[7],0.170198,0.05,1,450,0.0,10,0.9923,00:00:05,30
Kota_Bogor,8,Kota Bogor,lag30,"[1, 30]",[],0.171472,0.05,1,450,0.0,10,0.9922,00:00:05,30
Kota_Bogor,9,Kota Bogor,lag7,"[1, 7]",[],0.190652,0.05,3,150,0.0,30,0.9872,00:00:04,7
Kota_Bogor,10,Kota Bogor,lag7_roll7,"[1, 7]",[7],0.192937,0.05,3,150,0.001,30,0.9872,00:00:04,7
Kota_Bogor,11,Kota Bogor,lag1_roll7,[1],[7],0.182058,0.05,1,150,0.001,10,0.9825,00:00:04,7
Kota_Bogor,12,Kota Bogor,lag1,[1],[],0.202011,0.01,3,450,0.001,30,0.9807,00:00:04,1
Kota_Bontang,1,Kota Bontang,lag1_roll7,[1],[7],0.369931,0.01,3,450,0.001,10,0.9859,00:00:04,7
Kota_Bontang,2,Kota Bontang,lag1,[1],[],0.394613,0.05,3,300,0.001,10,0.9844,00:00:04,1
Kota_Bontang,3,Kota Bontang,lag1_roll30,[1],[30],0.285953,0.05,1,450,0.001,10,0.9797,00:00:05,30
Kota_Bontang,4,Kota Bontang,lag7_roll30,"[1, 7]",[30],0.286542,0.05,1,450,0.0,10,0.9794,00:00:05,30
Kota_Bontang,5,Kota Bontang,lag14_roll7,"[1, 14]",[7],0.375163,0.05,3,150,0.0,10,0.9789,00:00:04,14
Kota_Bontang,6,Kota Bontang,lag14_roll30,"[1, 14]",[30],0.284507,0.03,1,450,0.001,10,0.9786,00:00:05,30
Kota_Bontang,7,Kota Bontang,lag7,"[1, 7]",[],0.358329,0.05,3,300,0.0,10,0.9753,00:00:04,7
Kota_Bontang,8,Kota Bontang,lag14,"[1, 14]",[],0.359984,0.03,2,450,0.0,30,0.975,00:00:04,14
Kota_Bontang,9,Kota Bontang,lag30_roll7,"[1, 30]",[7],0.307145,0.05,1,450,0.0,10,0.9735,00:00:04,30
Kota_Bontang,10,Kota Bontang,lag7_roll7,"[1, 7]",[7],0.359687,0.03,3,300,0.001,10,0.9723,00:00:04,7
Kota_Bontang,11,Kota Bontang,lag30_roll30,"[1, 30]",[30],0.302901,0.05,2,150,0.0,10,0.9693,00:00:04,30
Kota_Bontang,12,Kota Bontang,lag30,"[1, 30]",[],0.313075,0.05,2,300,0.0,10,0.9676,00:00:04,30
Kota_Cilegon,1,Kota Cilegon,lag14_roll30,"[1, 14]",[30],0.043487,0.03,1,450,0.0,30,0.9414,00:00:05,30
Kota_Cilegon,2,Kota Cilegon,lag1_roll30,[1],[30],0.042821,0.03,1,450,0.0,30,0.9412,00:00:06,30
Kota_Cilegon,3,Kota Cilegon,lag7_roll30,"[1, 7]",[30],0.042342,0.03,1,450,0.0,30,0.9405,00:00:07,30
Kota_Cilegon,4,Kota Cilegon,lag30_roll30,"[1, 30]",[30],0.066935,0.05,1,450,0.0,10,0.9377,00:00:05,30
Kota_Cilegon,5,Kota Cilegon,lag30,"[1, 30]",[],0.066927,0.05,1,450,0.0,10,0.9373,00:00:04,30
Kota_Cilegon,6,Kota Cilegon,lag30_roll7,"[1, 30]",[7],0.066562,0.05,1,450,0.0,10,0.9373,00:00:05,30
Kota_Cilegon,7,Kota Cilegon,lag14,"[1, 14]",[],0.185805,0.05,3,300,0.0,30,0.9329,00:00:05,14
Kota_Cilegon,8,Kota Cilegon,lag1_roll7,[1],[7],0.171734,0.05,3,150,0.0,30,0.9328,00:00:04,7
Kota_Cilegon,9,Kota Cilegon,lag14_roll7,"[1, 14]",[7],0.186288,0.03,3,450,0.0,30,0.9311,00:00:05,14
Kota_Cilegon,10,Kota Cilegon,lag7,"[1, 7]",[],0.193067,0.01,2,300,0.001,10,0.8753,00:00:05,7
Kota_Cilegon,11,Kota Cilegon,lag1,[1],[],0.194658,0.01,2,300,0.0,10,0.874,00:00:05,1
Kota_Cilegon,12,Kota Cilegon,lag7_roll7,"[1, 7]",[7],0.192145,0.01,2,300,0.0,10,0.8737,00:00:05,7
Kota_Cirebon,1,Kota Cirebon,lag14,"[1, 14]",[],0.030048,0.05,1,300,0.001,30,0.9218,00:00:04,14
Kota_Cirebon,2,Kota Cirebon,lag14_roll7,"[1, 14]",[7],0.032022,0.05,1,300,0.001,30,0.921,00:00:04,14
Kota_Cirebon,3,Kota Cirebon,lag7,"[1, 7]",[],0.037175,0.03,1,450,0.0,30,0.9209,00:00:05,7
Kota_Cirebon,4,Kota Cirebon,lag7_roll7,"[1, 7]",[7],0.036215,0.03,1,450,0.001,30,0.9207,00:00:05,7
Kota_Cirebon,5,Kota Cirebon,lag1_roll7,[1],[7],0.034104,0.03,1,450,0.0,30,0.9121,00:00:05,7
Kota_Cirebon,6,Kota Cirebon,lag1,[1],[],0.037901,0.05,1,450,0.0,30,0.8926,00:00:05,1
Kota_Cirebon,7,Kota Cirebon,lag7_roll30,"[1, 7]",[30],-0.030399,0.05,1,150,0.0,10,0.8735,00:00:04,30
Kota_Cirebon,8,Kota Cirebon,lag1_roll30,[1],[30],-0.029462,0.05,1,150,0.001,10,0.8702,00:00:04,30
Kota_Cirebon,9,Kota Cirebon,lag14_roll30,"[1, 14]",[30],-0.030817,0.05,1,150,0.001,10,0.8702,00:00:04,30
Kota_Cirebon,10,Kota Cirebon,lag30,"[1, 30]",[],-0.040334,0.05,1,150,0.0,30,0.8651,00:00:04,30
Kota_Cirebon,11,Kota Cirebon,lag30_roll30,"[1, 30]",[30],-0.040484,0.05,1,150,0.0,30,0.8631,00:00:05,30
Kota_Cirebon,12,Kota Cirebon,lag30_roll7,"[1, 30]",[7],-0.039309,0.05,1,150,0.0,10,0.8628,00:00:05,30
Kota_Denpasar,1,Kota Denpasar,lag30_roll30,"[1, 30]",[30],-2.351876,0.05,1,450,0.0,10,0.9704,00:00:04,30
Kota_Denpasar,2,Kota Denpasar,lag14_roll7,"[1, 14]",[7],-0.195078,0.05,2,300,0.001,10,0.9692,00:00:04,14
Kota_Denpasar,3,Kota Denpasar,lag1_roll30,[1],[30],-2.545992,0.03,1,450,0.0,10,0.9685,00:00:04,30
Kota_Denpasar,4,Kota Denpasar,lag7_roll30,"[1, 7]",[30],-2.51867,0.05,1,300,0.0,10,0.9682,00:00:04,30
Kota_Denpasar,5,Kota Denpasar,lag14_roll30,"[1, 14]",[30],-2.550003,0.03,1,450,0.0,10,0.9666,00:00:04,30
Kota_Denpasar,6,Kota Denpasar,lag7_roll7,"[1, 7]",[7],-0.131313,0.05,3,300,0.001,10,0.9656,00:00:04,7
Kota_Denpasar,7,Kota Denpasar,lag30_roll7,"[1, 30]",[7],-2.332814,0.05,1,450,0.0,10,0.961,00:00:04,30
Kota_Denpasar,8,Kota Denpasar,lag7,"[1, 7]",[],-0.152869,0.05,1,450,0.001,10,0.9607,00:00:04,7
Kota_Denpasar,9,Kota Denpasar,lag30,"[1, 30]",[],-2.367712,0.05,1,450,0.0,10,0.9598,00:00:04,30
Kota_Denpasar,10,Kota Denpasar,lag1_roll7,[1],[7],-0.119205,0.05,2,300,0.001,10,0.9559,00:00:04,7
Kota_Denpasar,11,Kota Denpasar,lag1,[1],[],0.048642,0.05,2,150,0.001,10,0.9549,00:00:04,1
Kota_Denpasar,12,Kota Denpasar,lag14,"[1, 14]",[],-0.12897,0.05,2,450,0.0,10,0.9406,00:00:04,14
Kota_Depok,1,Kota Depok,lag14,"[1, 14]",[],0.242519,0.05,2,450,0.0,10,0.9917,00:00:04,14
Kota_Depok,2,Kota Depok,lag14_roll7,"[1, 14]",[7],0.256478,0.05,3,300,0.0,10,0.9898,00:01:53,14
Kota_Depok,3,Kota Depok,lag1_roll7,[1],[7],0.267213,0.03,3,300,0.001,10,0.988,00:00:04,7
Kota_Depok,4,Kota Depok,lag30_roll30,"[1, 30]",[30],0.185311,0.05,1,300,0.001,10,0.9751,00:00:05,30
Kota_Depok,5,Kota Depok,lag30,"[1, 30]",[],0.182595,0.03,1,450,0.001,10,0.975,00:00:04,30
Kota_Depok,6,Kota Depok,lag7_roll30,"[1, 7]",[30],0.185148,0.03,1,450,0.001,10,0.974,00:00:05,30
Kota_Depok,7,Kota Depok,lag14_roll30,"[1, 14]",[30],0.189781,0.03,1,450,0.0,10,0.974,00:00:05,30
Kota_Depok,8,Kota Depok,lag1_roll30,[1],[30],0.191459,0.03,1,450,0.0,10,0.9738,00:00:06,30
Kota_Depok,9,Kota Depok,lag30_roll7,"[1, 30]",[7],0.188785,0.05,1,450,0.0,10,0.973,00:00:05,30
Kota_Depok,10,Kota Depok,lag7,"[1, 7]",[],0.253952,0.05,3,300,0.0,30,0.9662,00:00:04,7
Kota_Depok,11,Kota Depok,lag7_roll7,"[1, 7]",[7],0.252503,0.05,3,150,0.0,30,0.9655,00:00:05,7
Kota_Depok,12,Kota Depok,lag1,[1],[],0.260968,0.05,2,150,0.001,30,0.9646,00:00:05,1
Kota_Dumai,1,Kota Dumai,lag1_roll7,[1],[7],0.195348,0.05,3,300,0.001,10,0.9405,00:00:04,7
Kota_Dumai,2,Kota Dumai,lag7_roll7,"[1, 7]",[7],0.153744,0.01,2,450,0.001,10,0.9319,00:00:05,7
Kota_Dumai,3,Kota Dumai,lag7,"[1, 7]",[],0.157057,0.05,2,150,0.001,10,0.9271,00:00:04,7
Kota_Dumai,4,Kota Dumai,lag1,[1],[],0.176046,0.03,2,450,0.001,30,0.9239,00:00:05,1
Kota_Dumai,5,Kota Dumai,lag14_roll30,"[1, 14]",[30],0.090871,0.03,1,300,0.001,10,0.9178,00:00:04,30
Kota_Dumai,6,Kota Dumai,lag14,"[1, 14]",[],0.145327,0.03,1,300,0.0,10,0.9166,00:00:05,14
Kota_Dumai,7,Kota Dumai,lag14_roll7,"[1, 14]",[7],0.145428,0.03,1,300,0.0,10,0.9123,00:00:04,14
Kota_Dumai,8,Kota Dumai,lag7_roll30,"[1, 7]",[30],0.089835,0.03,1,300,0.0,10,0.9112,00:00:04,30
Kota_Dumai,9,Kota Dumai,lag30_roll7,"[1, 30]",[7],0.078492,0.03,1,300,0.0,10,0.9077,00:00:05,30
Kota_Dumai,10,Kota Dumai,lag1_roll30,[1],[30],0.089065,0.03,1,300,0.001,10,0.9062,00:00:04,30
Kota_Dumai,11,Kota Dumai,lag30_roll30,"[1, 30]",[30],0.068345,0.03,1,300,0.0,10,0.9053,00:00:05,30
Kota_Dumai,12,Kota Dumai,lag30,"[1, 30]",[],0.070947,0.03,1,300,0.0,10,0.9048,00:00:05,30
Kota_Gorontalo,1,Kota Gorontalo,lag14,"[1, 14]",[],0.197858,0.03,1,450,0.001,10,0.9783,00:00:05,14
Kota_Gorontalo,2,Kota Gorontalo,lag7_roll30,"[1, 7]",[30],0.145602,0.03,1,450,0.0,10,0.9775,00:00:04,30
Kota_Gorontalo,3,Kota Gorontalo,lag14_roll30,"[1, 14]",[30],0.143795,0.03,1,450,0.0,10,0.9772,00:00:04,30
Kota_Gorontalo,4,Kota Gorontalo,lag1_roll30,[1],[30],0.14342,0.03,1,450,0.0,10,0.9771,00:00:04,30
Kota_Gorontalo,5,Kota Gorontalo,lag30,"[1, 30]",[],0.130686,0.03,1,450,0.0,10,0.9764,00:00:05,30
Kota_Gorontalo,6,Kota Gorontalo,lag30_roll7,"[1, 30]",[7],0.14208,0.03,1,450,0.001,10,0.9764,00:00:05,30
Kota_Gorontalo,7,Kota Gorontalo,lag30_roll30,"[1, 30]",[30],0.131922,0.03,1,450,0.001,10,0.9757,00:00:05,30
Kota_Gorontalo,8,Kota Gorontalo,lag1,[1],[],0.305439,0.05,2,150,0.0,10,0.975,00:00:05,1
Kota_Gorontalo,9,Kota Gorontalo,lag1_roll7,[1],[7],0.298138,0.05,3,450,0.001,10,0.9617,00:00:04,7
Kota_Gorontalo,10,Kota Gorontalo,lag7_roll7,"[1, 7]",[7],0.275777,0.03,3,150,0.0,10,0.9558,00:00:05,7
Kota_Gorontalo,11,Kota Gorontalo,lag7,"[1, 7]",[],0.272052,0.03,3,150,0.0,10,0.9539,00:00:05,7
Kota_Gorontalo,12,Kota Gorontalo,lag14_roll7,"[1, 14]",[7],0.216451,0.03,3,150,0.001,10,0.9458,00:00:05,14
Kota_Gunung_Sitoli,1,Kota Gunung Sitoli,lag1,[1],[],0.201141,0.03,1,450,0.0,10,0.9792,00:00:03,1
Kota_Gunung_Sitoli,2,Kota Gunung Sitoli,lag30_roll7,"[1, 30]",[7],0.132472,0.01,2,450,0.0,10,0.9701,00:00:03,30
Kota_Gunung_Sitoli,3,Kota Gunung Sitoli,lag30,"[1, 30]",[],0.106758,0.01,3,450,0.0,10,0.9604,00:00:04,30
Kota_Gunung_Sitoli,4,Kota Gunung Sitoli,lag1_roll7,[1],[7],0.183011,0.03,2,150,0.0,10,0.9584,00:00:03,7
Kota_Gunung_Sitoli,5,Kota Gunung Sitoli,lag14_roll7,"[1, 14]",[7],0.151029,0.01,3,450,0.0,10,0.9571,00:00:03,14
Kota_Gunung_Sitoli,6,Kota Gunung Sitoli,lag14,"[1, 14]",[],0.129376,0.01,3,450,0.0,10,0.9567,00:00:03,14
Kota_Gunung_Sitoli,7,Kota Gunung Sitoli,lag7,"[1, 7]",[],0.170321,0.01,1,450,0.001,10,0.8975,00:00:03,7
Kota_Gunung_Sitoli,8,Kota Gunung Sitoli,lag7_roll7,"[1, 7]",[7],0.189241,0.01,1,450,0.001,10,0.8975,00:00:03,7
Kota_Gunung_Sitoli,9,Kota Gunung Sitoli,lag30_roll30,"[1, 30]",[30],0.105542,0.01,2,300,0.001,10,0.8921,00:00:03,30
Kota_Gunung_Sitoli,10,Kota Gunung Sitoli,lag14_roll30,"[1, 14]",[30],0.10205,0.01,1,300,0.001,10,0.7261,00:00:03,30
Kota_Gunung_Sitoli,11,Kota Gunung Sitoli,lag7_roll30,"[1, 7]",[30],0.102598,0.01,1,300,0.001,10,0.7218,00:00:03,30
Kota_Gunung_Sitoli,12,Kota Gunung Sitoli,lag1_roll30,[1],[30],0.104187,0.01,1,300,0.001,10,0.7204,00:00:03,30
Kota_Jakarta_Pusat,1,Kota Jakarta Pusat,lag14,"[1, 14]",[],-0.079058,0.03,3,450,0.0,30,0.9903,00:00:05,14
Kota_Jakarta_Pusat,2,Kota Jakarta Pusat,lag30,"[1, 30]",[],-0.138121,0.05,2,300,0.001,10,0.9887,00:00:04,30
Kota_Jakarta_Pusat,3,Kota Jakarta Pusat,lag1_roll7,[1],[7],-0.041162,0.05,2,450,0.001,30,0.9886,00:00:05,7
Kota_Jakarta_Pusat,4,Kota Jakarta Pusat,lag30_roll30,"[1, 30]",[30],-0.132985,0.05,2,300,0.0,10,0.9884,00:00:05,30
Kota_Jakarta_Pusat,5,Kota Jakarta Pusat,lag14_roll7,"[1, 14]",[7],-0.074706,0.03,2,300,0.0,10,0.9881,00:00:05,14
Kota_Jakarta_Pusat,6,Kota Jakarta Pusat,lag30_roll7,"[1, 30]",[7],-0.13723,0.03,2,450,0.0,10,0.9878,00:00:05,30
Kota_Jakarta_Pusat,7,Kota Jakarta Pusat,lag7_roll30,"[1, 7]",[30],-0.142824,0.05,2,150,0.0,10,0.9799,00:00:05,30
Kota_Jakarta_Pusat,8,Kota Jakarta Pusat,lag1,[1],[],-0.00867,0.05,3,450,0.001,10,0.9754,00:00:04,1
Kota_Jakarta_Pusat,9,Kota Jakarta Pusat,lag1_roll30,[1],[30],-0.124997,0.05,2,150,0.0,10,0.9726,00:00:05,30
Kota_Jakarta_Pusat,10,Kota Jakarta Pusat,lag7,"[1, 7]",[],-0.054826,0.03,3,300,0.0,10,0.9693,00:00:05,7
Kota_Jakarta_Pusat,11,Kota Jakarta Pusat,lag7_roll7,"[1, 7]",[7],-0.056208,0.03,3,300,0.0,10,0.964,00:00:05,7
Kota_Jakarta_Pusat,12,Kota Jakarta Pusat,lag14_roll30,"[1, 14]",[30],-0.127703,0.05,1,450,0.0,10,0.9635,00:00:05,30
Kota_Jambi,1,Kota Jambi,lag1,[1],[],-0.072219,0.05,2,150,0.001,30,0.9533,00:00:04,1
Kota_Jambi,2,Kota Jambi,lag1_roll7,[1],[7],-0.082356,0.05,2,150,0.0,10,0.953,00:00:04,7
Kota_Jambi,3,Kota Jambi,lag14_roll7,"[1, 14]",[7],-0.079858,0.05,3,300,0.0,10,0.9525,00:00:05,14
Kota_Jambi,4,Kota Jambi,lag7_roll30,"[1, 7]",[30],-0.155904,0.05,2,150,0.001,10,0.9487,00:20:30,30
Kota_Jambi,5,Kota Jambi,lag14_roll30,"[1, 14]",[30],-0.16355,0.05,1,450,0.0,10,0.9467,00:00:07,30
Kota_Jambi,6,Kota Jambi,lag1_roll30,[1],[30],-0.155662,0.05,2,150,0.001,10,0.946,00:00:05,30
Kota_Jambi,7,Kota Jambi,lag7,"[1, 7]",[],-0.124008,0.05,1,150,0.001,30,0.9457,00:00:04,7
Kota_Jambi,8,Kota Jambi,lag14,"[1, 14]",[],-0.088696,0.05,3,300,0.001,10,0.9378,00:00:05,14
Kota_Jambi,9,Kota Jambi,lag7_roll7,"[1, 7]",[7],-0.122495,0.03,1,300,0.001,30,0.936,00:00:05,7
Kota_Jambi,10,Kota Jambi,lag30_roll30,"[1, 30]",[30],-0.171205,0.05,1,450,0.001,30,0.9244,00:00:05,30
Kota_Jambi,11,Kota Jambi,lag30,"[1, 30]",[],-0.175663,0.05,1,450,0.0,30,0.9236,00:00:04,30
Kota_Jambi,12,Kota Jambi,lag30_roll7,"[1, 30]",[7],-0.1735,0.05,1,450,0.001,30,0.9205,00:00:05,30
Kota_Jayapura,1,Kota Jayapura,lag30_roll7,"[1, 30]",[7],-0.172641,0.05,1,300,0.0,10,0.8723,00:00:05,30
Kota_Jayapura,2,Kota Jayapura,lag7,"[1, 7]",[],0.099493,0.05,1,300,0.001,10,0.8699,00:00:04,7
Kota_Jayapura,3,Kota Jayapura,lag1,[1],[],0.245394,0.03,1,450,0.0,10,0.8651,00:00:05,1
Kota_Jayapura,4,Kota Jayapura,lag7_roll7,"[1, 7]",[7],0.153172,0.03,1,450,0.001,10,0.8608,00:00:04,7
Kota_Jayapura,5,Kota Jayapura,lag1_roll30,[1],[30],-0.204135,0.03,1,450,0.001,10,0.8586,00:00:04,30
Kota_Jayapura,6,Kota Jayapura,lag7_roll30,"[1, 7]",[30],-0.205436,0.03,1,450,0.001,10,0.8584,00:00:05,30
Kota_Jayapura,7,Kota Jayapura,lag14_roll30,"[1, 14]",[30],-0.206389,0.03,1,450,0.0,10,0.8583,00:00:05,30
Kota_Jayapura,8,Kota Jayapura,lag14,"[1, 14]",[],0.024112,0.03,1,450,0.0,10,0.8524,00:00:05,14
Kota_Jayapura,9,Kota Jayapura,lag14_roll7,"[1, 14]",[7],0.091037,0.05,1,450,0.001,10,0.8497,00:00:05,14
Kota_Jayapura,10,Kota Jayapura,lag30,"[1, 30]",[],-0.167783,0.03,1,450,0.0,10,0.8448,00:00:04,30
Kota_Jayapura,11,Kota Jayapura,lag1_roll7,[1],[7],0.098604,0.03,1,450,0.001,10,0.8442,00:00:04,7
Kota_Jayapura,12,Kota Jayapura,lag30_roll30,"[1, 30]",[30],-0.166839,0.03,1,450,0.001,10,0.8402,00:00:05,30
Kota_Kediri,1,Kota Kediri,lag1_roll7,[1],[7],0.185105,0.05,3,150,0.0,30,0.9848,00:00:05,7
Kota_Kediri,2,Kota Kediri,lag1_roll30,[1],[30],0.132835,0.03,1,450,0.0,10,0.9691,00:00:05,30
Kota_Kediri,3,Kota Kediri,lag7_roll30,"[1, 7]",[30],0.134613,0.05,1,300,0.0,10,0.9634,00:00:05,30
