date,y_hat
2025-07-02,20474.932583411584
2025-07-03,20449.86516682317
2025-07-04,20424.797750234753
2025-07-05,20399.730333646337
2025-07-06,20374.66291705792
2025-07-07,20349.595500469506
2025-07-08,20324.52808388109
2025-07-09,20299.460667292675
2025-07-10,20274.39325070426
2025-07-11,20249.325834115843
2025-07-12,20224.258417527428
2025-07-13,20199.191000939012
2025-07-14,20174.123584350597
2025-07-15,20149.05616776218
2025-07-16,20123.988751173765
2025-07-17,20098.92133458535
2025-07-18,20073.853917996934
2025-07-19,20048.78650140852
2025-07-20,20023.719084820103
2025-07-21,19998.651668231687
2025-07-22,19973.58425164327
2025-07-23,19948.516835054856
2025-07-24,19923.44941846644
2025-07-25,19898.382001878024
2025-07-26,19873.31458528961
2025-07-27,19848.247168701193
2025-07-28,19823.179752112777
2025-07-29,19798.11233552436
2025-07-30,19773.044918935946
2025-07-31,19747.97750234753
2025-08-01,19722.910085759115
2025-08-02,19697.8426691707
2025-08-03,19672.775252582283
2025-08-04,19647.707835993868
2025-08-05,19622.640419405452
2025-08-06,19597.573002817036
2025-08-07,19572.50558622862
2025-08-08,19547.438169640205
2025-08-09,19522.37075305179
2025-08-10,19497.303336463374
2025-08-11,19472.23591987496
2025-08-12,19447.168503286543
2025-08-13,19422.101086698127
2025-08-14,19397.03367010971
2025-08-15,19371.966253521296
2025-08-16,19346.89883693288
2025-08-17,19321.831420344464
2025-08-18,19296.76400375605
2025-08-19,19271.696587167633
2025-08-20,19264.893126326013
2025-08-21,19258.089665484393
2025-08-22,19251.286204642773
2025-08-23,19244.482743801153
2025-08-24,19237.679282959532
2025-08-25,19230.875822117912
2025-08-26,19224.072361276292
2025-08-27,19217.268900434672
2025-08-28,19210.465439593052
2025-08-29,19203.661978751432
2025-08-30,19196.85851790981
2025-08-31,19190.05505706819
2025-09-01,19183.25159622657
2025-09-02,19176.44813538495
2025-09-03,19169.64467454333
2025-09-04,19162.84121370171
2025-09-05,19156.03775286009
2025-09-06,19149.23429201847
2025-09-07,19142.43083117685
2025-09-08,19135.62737033523
2025-09-09,19128.82390949361
2025-09-10,19122.02044865199
2025-09-11,19115.21698781037
2025-09-12,19108.41352696875
2025-09-13,19101.61006612713
2025-09-14,19094.80660528551
2025-09-15,19088.00314444389
2025-09-16,19081.19968360227
2025-09-17,19087.808132388727
2025-09-18,19094.416581175185
2025-09-19,19101.025029961642
2025-09-20,19107.6334787481
2025-09-21,19114.241927534556
2025-09-22,19120.850376321014
2025-09-23,19127.45882510747
2025-09-24,19134.06727389393
2025-09-25,19140.675722680386
2025-09-26,19147.284171466843
2025-09-27,19153.8926202533
2025-09-28,19160.501069039758
2025-09-29,19167.109517826215
2025-09-30,19160.306056984595
2025-10-01,19154.62171388479
2025-10-02,19148.937370784985
2025-10-03,19143.25302768518
2025-10-04,19137.568684585374
2025-10-05,19131.88434148557
2025-10-06,19126.199998385764
2025-10-07,19120.51565528596
2025-10-08,19114.831312186154
2025-10-09,19109.14696908635
2025-10-10,19103.462625986544
2025-10-11,19097.77828288674
2025-10-12,19092.093939786933
2025-10-13,19086.40959668713
2025-10-14,19094.137163215397
2025-10-15,19101.864729743666
2025-10-16,19109.592296271934
2025-10-17,19117.319862800203
2025-10-18,19125.04742932847
2025-10-19,19132.77499585674
2025-10-20,19140.50256238501
2025-10-21,19148.230128913277
2025-10-22,19155.957695441546
2025-10-23,19163.685261969815
2025-10-24,19171.412828498083
2025-10-25,19165.72848539828
2025-10-26,19160.044142298473
2025-10-27,19154.359799198668
2025-10-28,19148.675456098863
2025-10-29,19142.991112999058
