date,y_hat
2025-07-02,19996.349990206363
2025-07-03,19992.699980412726
2025-07-04,19988.32146341677
2025-07-05,19983.942946420815
2025-07-06,19979.56442942486
2025-07-07,19983.536090527083
2025-07-08,19979.886080733446
2025-07-09,19976.23607093981
2025-07-10,19972.586061146172
2025-07-11,19968.207544150217
2025-07-12,19963.82902715426
2025-07-13,19959.450510158305
2025-07-14,19963.42217126053
2025-07-15,19959.77216146689
2025-07-16,19956.122151673255
2025-07-17,19952.472141879618
2025-07-18,19948.093624883662
2025-07-19,19943.715107887707
2025-07-20,19939.33659089175
2025-07-21,19943.308251993974
2025-07-22,19939.658242200338
2025-07-23,19936.0082324067
2025-07-24,19932.358222613064
2025-07-25,19927.97970561711
2025-07-26,19923.601188621153
2025-07-27,19919.222671625197
2025-07-28,19923.19433272742
2025-07-29,19919.544322933783
2025-07-30,19915.894313140147
2025-07-31,19912.24430334651
2025-08-01,19907.865786350554
2025-08-02,19903.4872693546
2025-08-03,19899.108752358643
2025-08-04,19903.080413460866
2025-08-05,19899.43040366723
2025-08-06,19895.780393873592
2025-08-07,19892.130384079956
2025-08-08,19887.751867084
2025-08-09,19883.373350088044
2025-08-10,19878.99483309209
2025-08-11,19882.966494194312
2025-08-12,19879.316484400675
2025-08-13,19875.66647460704
2025-08-14,19872.0164648134
2025-08-15,19867.637947817446
2025-08-16,19863.25943082149
2025-08-17,19858.880913825535
2025-08-18,19862.852574927758
2025-08-19,19859.20256513412
2025-08-20,19855.552555340484
2025-08-21,19851.902545546847
2025-08-22,19847.52402855089
2025-08-23,19843.145511554936
2025-08-24,19838.76699455898
2025-08-25,19842.738655661204
2025-08-26,19839.088645867567
2025-08-27,19835.43863607393
2025-08-28,19831.788626280293
2025-08-29,19827.410109284338
2025-08-30,19823.031592288382
2025-08-31,19818.653075292426
2025-09-01,19822.62473639465
2025-09-02,19818.974726601013
2025-09-03,19815.324716807376
2025-09-04,19811.67470701374
2025-09-05,19807.296190017783
2025-09-06,19802.917673021828
2025-09-07,19798.539156025872
2025-09-08,19802.510817128095
2025-09-09,19798.86080733446
2025-09-10,19795.21079754082
2025-09-11,19791.560787747185
2025-09-12,19787.18227075123
2025-09-13,19782.803753755274
2025-09-14,19778.425236759318
2025-09-15,19782.39689786154
2025-09-16,19778.746888067904
2025-09-17,19775.096878274268
2025-09-18,19771.44686848063
2025-09-19,19767.068351484675
2025-09-20,19762.68983448872
2025-09-21,19758.311317492764
2025-09-22,19762.282978594987
2025-09-23,19758.63296880135
2025-09-24,19754.982959007713
2025-09-25,19751.332949214077
2025-09-26,19746.95443221812
2025-09-27,19742.575915222165
2025-09-28,19738.19739822621
2025-09-29,19742.169059328433
2025-09-30,19738.519049534796
2025-10-01,19736.76880676151
2025-10-02,19735.018563988222
2025-10-03,19732.539814012616
2025-10-04,19730.06106403701
2025-10-05,19727.582314061405
2025-10-06,19733.453742183978
2025-10-07,19731.70349941069
2025-10-08,19729.953256637404
2025-10-09,19728.203013864117
2025-10-10,19725.72426388851
2025-10-11,19723.245513912905
2025-10-12,19720.7667639373
2025-10-13,19726.638192059872
2025-10-14,19724.887949286585
2025-10-15,19723.1377065133
2025-10-16,19721.38746374001
2025-10-17,19718.908713764406
2025-10-18,19716.4299637888
2025-10-19,19713.951213813194
2025-10-20,19719.822641935767
2025-10-21,19718.07239916248
2025-10-22,19716.322156389193
2025-10-23,19714.571913615906
2025-10-24,19712.0931636403
2025-10-25,19709.614413664694
2025-10-26,19707.13566368909
2025-10-27,19713.00709181166
2025-10-28,19711.256849038375
2025-10-29,19709.506606265088
