date,y_hat
2025-07-02,21684.765506195643
2025-07-03,21669.531012391286
2025-07-04,21654.29651858693
2025-07-05,21639.062024782572
2025-07-06,21623.827530978215
2025-07-07,21608.593037173858
2025-07-08,21593.3585433695
2025-07-09,21578.124049565144
2025-07-10,21562.889555760787
2025-07-11,21547.65506195643
2025-07-12,21532.420568152073
2025-07-13,21517.186074347715
2025-07-14,21501.95158054336
2025-07-15,21486.717086739
2025-07-16,21471.482592934644
2025-07-17,21456.248099130287
2025-07-18,21441.01360532593
2025-07-19,21425.779111521573
2025-07-20,21410.544617717216
2025-07-21,21395.31012391286
2025-07-22,21380.075630108502
2025-07-23,21364.841136304145
2025-07-24,21349.606642499788
2025-07-25,21334.37214869543
2025-07-26,21319.137654891074
2025-07-27,21303.903161086717
2025-07-28,21288.66866728236
2025-07-29,21273.434173478003
2025-07-30,21258.199679673646
2025-07-31,21242.96518586929
2025-08-01,21227.73069206493
2025-08-02,21212.496198260575
2025-08-03,21197.261704456218
2025-08-04,21182.02721065186
2025-08-05,21166.792716847503
2025-08-06,21151.558223043146
2025-08-07,21136.32372923879
2025-08-08,21121.089235434432
2025-08-09,21105.854741630075
2025-08-10,21090.62024782572
2025-08-11,21075.38575402136
2025-08-12,21060.151260217004
2025-08-13,21044.916766412647
2025-08-14,21029.68227260829
2025-08-15,21014.447778803933
2025-08-16,20999.213284999576
2025-08-17,20983.97879119522
2025-08-18,20968.744297390862
2025-08-19,20956.004472184046
2025-08-20,20943.26464697723
2025-08-21,20930.524821770414
2025-08-22,20921.824733257887
2025-08-23,20915.176635158914
2025-08-24,20908.52853705994
2025-08-25,20901.88043896097
2025-08-26,20895.232340861996
2025-08-27,20888.584242763023
2025-08-28,20881.93614466405
2025-08-29,20875.288046565078
2025-08-30,20868.639948466105
2025-08-31,20861.991850367132
2025-09-01,20855.34375226816
2025-09-02,20848.695654169187
2025-09-03,20842.047556070214
2025-09-04,20835.39945797124
2025-09-05,20828.75135987227
2025-09-06,20822.103261773296
2025-09-07,20815.455163674324
2025-09-08,20808.80706557535
2025-09-09,20802.158967476378
2025-09-10,20795.510869377405
2025-09-11,20788.862771278433
2025-09-12,20782.21467317946
2025-09-13,20775.566575080487
2025-09-14,20768.918476981515
2025-09-15,20762.270378882542
2025-09-16,20755.62228078357
2025-09-17,20748.974182684597
2025-09-18,20742.326084585624
2025-09-19,20735.67798648665
2025-09-20,20729.02988838768
2025-09-21,20722.381790288706
2025-09-22,20715.733692189733
2025-09-23,20709.08559409076
2025-09-24,20702.437495991788
2025-09-25,20695.789397892815
2025-09-26,20689.141299793842
2025-09-27,20682.49320169487
2025-09-28,20675.845103595897
2025-09-29,20669.197005496924
2025-09-30,20662.54890739795
2025-10-01,20657.75994892622
2025-10-02,20652.97099045449
2025-10-03,20648.18203198276
2025-10-04,20643.39307351103
2025-10-05,20638.6041150393
2025-10-06,20633.81515656757
2025-10-07,20629.02619809584
2025-10-08,20624.237239624108
2025-10-09,20619.448281152378
2025-10-10,20614.659322680647
2025-10-11,20609.870364208917
2025-10-12,20605.081405737186
2025-10-13,20600.292447265456
2025-10-14,20595.503488793725
2025-10-15,20590.714530321995
2025-10-16,20585.925571850265
2025-10-17,20581.136613378534
2025-10-18,20576.347654906804
2025-10-19,20571.558696435073
2025-10-20,20566.769737963343
2025-10-21,20561.980779491612
2025-10-22,20557.191821019882
2025-10-23,20552.40286254815
2025-10-24,20547.61390407642
2025-10-25,20542.82494560469
2025-10-26,20538.03598713296
2025-10-27,20533.24702866123
2025-10-28,20528.4580701895
2025-10-29,20523.66911171777
