date,y_hat
2025-07-02,19895.817776716132
2025-07-03,19891.635553432265
2025-07-04,19887.453330148397
2025-07-05,19883.27110686453
2025-07-06,19879.08888358066
2025-07-07,19874.906660296794
2025-07-08,19870.724437012927
2025-07-09,19866.54221372906
2025-07-10,19862.35999044519
2025-07-11,19858.177767161324
2025-07-12,19853.995543877456
2025-07-13,19849.81332059359
2025-07-14,19845.63109730972
2025-07-15,19841.448874025853
2025-07-16,19837.266650741985
2025-07-17,19833.084427458118
2025-07-18,19828.90220417425
2025-07-19,19824.719980890382
2025-07-20,19820.537757606515
2025-07-21,19819.75402077017
2025-07-22,19818.970283933828
2025-07-23,19818.186547097484
2025-07-24,19817.40281026114
2025-07-25,19816.619073424798
2025-07-26,19815.835336588454
2025-07-27,19815.05159975211
2025-07-28,19814.267862915767
2025-07-29,19813.484126079424
2025-07-30,19812.70038924308
2025-07-31,19811.916652406737
2025-08-01,19811.132915570393
2025-08-02,19810.34917873405
2025-08-03,19809.565441897706
2025-08-04,19808.781705061363
2025-08-05,19807.99796822502
2025-08-06,19807.214231388676
2025-08-07,19806.430494552333
2025-08-08,19805.64675771599
2025-08-09,19804.863020879646
2025-08-10,19804.079284043302
2025-08-11,19803.29554720696
2025-08-12,19802.511810370615
2025-08-13,19801.728073534272
2025-08-14,19800.94433669793
2025-08-15,19800.160599861585
2025-08-16,19799.37686302524
2025-08-17,19798.593126188898
2025-08-18,19797.809389352555
2025-08-19,19797.02565251621
2025-08-20,19796.241915679868
2025-08-21,19795.458178843524
2025-08-22,19794.67444200718
2025-08-23,19793.890705170837
2025-08-24,19793.106968334494
2025-08-25,19792.32323149815
2025-08-26,19791.539494661807
2025-08-27,19790.755757825464
2025-08-28,19789.97202098912
2025-08-29,19789.188284152777
2025-08-30,19788.404547316433
2025-08-31,19787.62081048009
2025-09-01,19786.837073643746
2025-09-02,19786.053336807403
2025-09-03,19785.26959997106
2025-09-04,19784.485863134716
2025-09-05,19783.702126298373
2025-09-06,19782.91838946203
2025-09-07,19782.134652625686
2025-09-08,19781.350915789342
2025-09-09,19780.567178953
2025-09-10,19779.783442116655
2025-09-11,19778.999705280312
2025-09-12,19778.21596844397
2025-09-13,19777.432231607625
2025-09-14,19776.64849477128
2025-09-15,19775.864757934938
2025-09-16,19775.081021098595
2025-09-17,19774.29728426225
2025-09-18,19773.513547425908
2025-09-19,19772.729810589564
2025-09-20,19771.94607375322
2025-09-21,19771.162336916877
2025-09-22,19770.378600080534
2025-09-23,19769.59486324419
2025-09-24,19768.811126407847
2025-09-25,19768.027389571504
2025-09-26,19767.24365273516
2025-09-27,19766.459915898817
2025-09-28,19765.676179062473
2025-09-29,19764.89244222613
2025-09-30,19764.108705389786
2025-10-01,19779.69850521442
2025-10-02,19795.288305039052
2025-10-03,19810.878104863685
2025-10-04,19826.467904688318
2025-10-05,19842.05770451295
2025-10-06,19857.647504337583
2025-10-07,19873.237304162216
2025-10-08,19888.82710398685
2025-10-09,19904.41690381148
2025-10-10,19920.006703636114
2025-10-11,19935.596503460747
2025-10-12,19951.18630328538
2025-10-13,19966.776103110013
2025-10-14,19982.365902934645
2025-10-15,19992.953012074515
2025-10-16,20003.540121214384
2025-10-17,20014.127230354254
2025-10-18,20024.714339494123
2025-10-19,20035.301448633993
2025-10-20,20045.888557773862
2025-10-21,20056.47566691373
2025-10-22,20063.664289606077
2025-10-23,20070.852912298422
2025-10-24,20078.041534990767
2025-10-25,20085.230157683112
2025-10-26,20092.418780375458
2025-10-27,20099.607403067803
2025-10-28,20106.796025760148
2025-10-29,20113.984648452493
