date,y_hat
2025-07-02,19944.60513086038
2025-07-03,19939.210261720757
2025-07-04,19933.815392581135
2025-07-05,19928.420523441513
2025-07-06,19923.02565430189
2025-07-07,19917.63078516227
2025-07-08,19902.27952639487
2025-07-09,19886.928267627467
2025-07-10,19871.577008860066
2025-07-11,19856.225750092664
2025-07-12,19840.874491325263
2025-07-13,19825.52323255786
2025-07-14,19810.17197379046
2025-07-15,19794.82071502306
2025-07-16,19779.469456255658
2025-07-17,19764.118197488257
2025-07-18,19748.766938720855
2025-07-19,19733.415679953454
2025-07-20,19728.020810813832
2025-07-21,19722.62594167421
2025-07-22,19717.23107253459
2025-07-23,19711.836203394967
2025-07-24,19706.441334255345
2025-07-25,19701.046465115724
2025-07-26,19695.6515959761
2025-07-27,19690.25672683648
2025-07-28,19684.86185769686
2025-07-29,19679.466988557237
2025-07-30,19674.072119417615
2025-07-31,19668.677250277993
2025-08-01,19663.28238113837
2025-08-02,19657.88751199875
2025-08-03,19652.492642859128
2025-08-04,19647.097773719506
2025-08-05,19641.702904579884
2025-08-06,19636.308035440263
2025-08-07,19630.91316630064
2025-08-08,19625.51829716102
2025-08-09,19620.123428021398
2025-08-10,19614.728558881776
2025-08-11,19609.333689742154
2025-08-12,19603.938820602532
2025-08-13,19604.777761663056
2025-08-14,19605.61670272358
2025-08-15,19606.455643784102
2025-08-16,19607.294584844625
2025-08-17,19608.13352590515
2025-08-18,19608.97246696567
2025-08-19,19609.811408026195
2025-08-20,19610.650349086718
2025-08-21,19611.48929014724
2025-08-22,19612.328231207764
2025-08-23,19613.167172268288
2025-08-24,19614.00611332881
2025-08-25,19614.845054389334
2025-08-26,19615.683995449857
2025-08-27,19616.52293651038
2025-08-28,19617.361877570904
2025-08-29,19618.200818631427
2025-08-30,19619.03975969195
2025-08-31,19619.878700752473
2025-09-01,19620.717641812997
2025-09-02,19621.55658287352
2025-09-03,19622.395523934043
2025-09-04,19623.234464994566
2025-09-05,19624.07340605509
2025-09-06,19624.912347115613
2025-09-07,19625.751288176136
2025-09-08,19626.59022923666
2025-09-09,19627.429170297182
2025-09-10,19628.268111357705
2025-09-11,19629.10705241823
2025-09-12,19629.945993478752
2025-09-13,19630.784934539275
2025-09-14,19631.6238755998
2025-09-15,19632.46281666032
2025-09-16,19633.301757720845
2025-09-17,19634.140698781368
2025-09-18,19634.97963984189
2025-09-19,19635.818580902414
2025-09-20,19636.657521962938
2025-09-21,19637.49646302346
2025-09-22,19638.335404083984
2025-09-23,19639.174345144507
2025-09-24,19640.01328620503
2025-09-25,19640.852227265554
2025-09-26,19641.691168326077
2025-09-27,19642.5301093866
2025-09-28,19643.369050447123
2025-09-29,19644.207991507647
2025-09-30,19645.04693256817
2025-10-01,19648.813461983635
2025-10-02,19652.5799913991
2025-10-03,19656.346520814564
2025-10-04,19660.11305023003
2025-10-05,19663.879579645494
2025-10-06,19667.64610906096
2025-10-07,19671.412638476424
2025-10-08,19675.17916789189
2025-10-09,19678.945697307354
2025-10-10,19682.71222672282
2025-10-11,19686.478756138284
2025-10-12,19690.24528555375
2025-10-13,19694.011814969213
2025-10-14,19697.77834438468
2025-10-15,19701.544873800143
2025-10-16,19705.311403215608
2025-10-17,19709.077932631073
2025-10-18,19712.844462046538
2025-10-19,19716.610991462003
2025-10-20,19720.377520877468
2025-10-21,19724.144050292933
2025-10-22,19721.67676950825
2025-10-23,19719.209488723565
2025-10-24,19716.74220793888
2025-10-25,19714.274927154198
2025-10-26,19711.807646369514
2025-10-27,19709.34036558483
2025-10-28,19706.873084800147
2025-10-29,19704.405804015463
