city,entity,n,r2,rmse,mae,mape_pct,r2_base,rmse_base,saved,model_path,best_params,status
Kab. Nabire,kab._nabire,2009,0.9765487141069831,81.30873945100312,12.222222222222221,0.05515855785368414,0.9765487141069831,81.30873945100312,True,C:\Users\ASUS\skripsi_carin\models\kab._nabire_gbm_delta.pack.joblib,"{""learning_rate"": 0.03, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Tanjung,kota_tanjung,2009,0.9763655462184874,63.35525936249404,4.722222222222222,0.02361111111111111,0.9763655462184874,63.35525936249404,True,C:\Users\ASUS\skripsi_carin\models\kota_tanjung_gbm_delta.pack.joblib,"{""learning_rate"": 0.03, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Probolinggo,kota_probolinggo,2009,0.9762861312414207,39.03174355480542,20.50583788004177,0.10215391429800656,0.9801105927908105,35.74601764921203,True,C:\Users\ASUS\skripsi_carin\models\kota_probolinggo_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Maumere,kota_maumere,2009,0.9739731028839517,53.99998636000227,9.312085096772858,0.041884860494642726,0.9738431733643891,54.134605896372385,True,C:\Users\ASUS\skripsi_carin\models\kota_maumere_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Jakarta Pusat,kota_jakarta_pusat,2009,0.9736906985332163,29.763505421874658,21.08745922643951,0.10098014814341266,0.9793757261463086,26.352313834736496,True,C:\Users\ASUS\skripsi_carin\models\kota_jakarta_pusat_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Pangkalpinang,kota_pangkalpinang,2009,0.9735616369980294,98.33715690144649,29.233768855994075,0.14953694895038885,0.9735712873808171,98.3192080250175,True,C:\Users\ASUS\skripsi_carin\models\kota_pangkalpinang_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Wonogiri,kab._wonogiri,2009,0.9735616369980294,98.33715690144649,29.233768855994075,0.14953694895038885,0.9735712873808171,98.3192080250175,True,C:\Users\ASUS\skripsi_carin\models\kab._wonogiri_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Bogor,kota_bogor,2009,0.9711685818009536,31.36499861893233,20.155169815877322,0.09302412371795593,0.9767984061907099,28.136571693556885,True,C:\Users\ASUS\skripsi_carin\models\kota_bogor_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Cilegon,kota_cilegon,2009,0.9711033279844582,55.400049455175605,14.610667421813579,0.07724375070890484,0.9707084033173896,55.77733510227171,True,C:\Users\ASUS\skripsi_carin\models\kota_cilegon_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 600, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Bulukomba,kab._bulukomba,2009,0.9702415249868703,57.10271978252976,17.878457915484855,0.09239750219309248,0.9713534037902517,56.0257877132387,True,C:\Users\ASUS\skripsi_carin\models\kab._bulukomba_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Majene,kab._majene,2009,0.9701276027689204,42.61565714193111,20.01664968310025,0.09927063159416122,0.9753269433839655,38.72983346207417,True,C:\Users\ASUS\skripsi_carin\models\kab._majene_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Dumai,kota_dumai,2009,0.9699779886232932,39.2000656598544,11.650438306879915,0.05910345874121245,0.9706939385899322,38.72983346207417,True,C:\Users\ASUS\skripsi_carin\models\kota_dumai_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Palangkaraya,kota_palangkaraya,2009,0.9695339894033812,54.87918548958701,28.16436188193505,0.12979708199510356,0.9839833151727647,39.79112128771107,True,C:\Users\ASUS\skripsi_carin\models\kota_palangkaraya_gbm_delta.pack.joblib,"{""learning_rate"": 0.03, ""loss"": ""huber"", ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 1000, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Malang,kota_malang,2009,0.9693050413781981,64.18862853041632,40.066411311274045,0.19030918949751582,0.9742357378253514,58.80759588125783,True,C:\Users\ASUS\skripsi_carin\models\kota_malang_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Meulaboh,kota_meulaboh,2009,0.9692918171755113,37.69564860483814,24.814224339119797,0.12192391013645365,0.9780890079856728,31.841621957571334,True,C:\Users\ASUS\skripsi_carin\models\kota_meulaboh_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Sukoharjo,kab._sukoharjo,2009,0.9679059517834374,66.30161351125464,22.07944540291331,0.10912600114829829,0.9679571680626254,66.24868971450597,True,C:\Users\ASUS\skripsi_carin\models\kab._sukoharjo_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Jambi,kota_jambi,2009,0.9673753616859532,55.316172359811645,13.153868909064457,0.06429960695632207,0.9674214577416818,55.277079839256665,True,C:\Users\ASUS\skripsi_carin\models\kota_jambi_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Merauke,kab._merauke,2009,0.9656178146671316,78.18398838380743,9.228447281087695,0.041504478092511246,0.9655488338119664,78.26237921249263,True,C:\Users\ASUS\skripsi_carin\models\kab._merauke_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Bandung,kota_bandung,2009,0.9655115300699073,20.07569252872504,4.427802890161709,0.02153399297750218,0.965533406844458,20.06932429798716,True,C:\Users\ASUS\skripsi_carin\models\kota_bandung_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Gorontalo,kab._gorontalo,2009,0.965407499654075,69.72166887783963,14.444444444444445,0.05876874695487615,0.965407499654075,69.72166887783963,True,C:\Users\ASUS\skripsi_carin\models\kab._gorontalo_gbm_delta.pack.joblib,"{""learning_rate"": 0.03, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Sukabumi,kota_sukabumi,2009,0.9642928372082343,36.4333498342255,27.185833458818646,0.13130048718116893,0.9749677756813809,30.50500869620521,True,C:\Users\ASUS\skripsi_carin\models\kota_sukabumi_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Lombok Timur,kab._lombok_timur,2009,0.9633895039222778,116.55048973422433,28.456339608589687,0.13395650371935855,0.9640276923134511,115.53017883748913,True,C:\Users\ASUS\skripsi_carin\models\kab._lombok_timur_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Banyuwangi,kab._banyuwangi,2009,0.9623892029669331,60.629257946903984,32.62626753341134,0.16173882486623345,0.970583846694946,53.61902647381804,True,C:\Users\ASUS\skripsi_carin\models\kab._banyuwangi_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Sumba Timur,kab._sumba_timur,2009,0.9614810771918466,115.58573654839932,22.335884546610114,0.09225435268722543,0.9618784899112367,114.98792207106894,True,C:\Users\ASUS\skripsi_carin\models\kab._sumba_timur_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Mimika,kab._mimika,2009,0.9604902690398956,70.64849642619237,19.806757311260135,0.0887635259335411,0.9602008039242154,70.90682462060882,True,C:\Users\ASUS\skripsi_carin\models\kab._mimika_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Tarakan,kota_tarakan,2009,0.958691757599088,29.34469476943168,6.666666666666667,0.031193331508557798,0.958691757599088,29.34469476943168,True,C:\Users\ASUS\skripsi_carin\models\kota_tarakan_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Watampone,kota_watampone,2009,0.9583344265291021,28.424667056747364,9.057693643625276,0.04808935371491324,0.9598909734794978,27.888667551135853,True,C:\Users\ASUS\skripsi_carin\models\kota_watampone_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Cirebon,kab._cirebon,2009,0.9581324854049714,47.943321609648486,37.19873454420679,0.18211514002144166,0.9769787003787692,35.551215012835904,True,C:\Users\ASUS\skripsi_carin\models\kab._cirebon_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Kendari,kota_kendari,2009,0.9575256938510615,34.44082429317236,10.590365210621874,0.051443002725037226,0.9597160784790472,33.54101966249684,True,C:\Users\ASUS\skripsi_carin\models\kota_kendari_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Banjarmasin,kota_banjarmasin,2009,0.9559565961259663,235.393426106449,59.11367492887295,0.2948122444892135,0.9557195137426333,236.026128497108,True,C:\Users\ASUS\skripsi_carin\models\kota_banjarmasin_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Serang,kota_serang,2009,0.9510767138027624,65.51937188471304,12.861580555946704,0.06677471585204711,0.9515643535450443,65.19202405202648,True,C:\Users\ASUS\skripsi_carin\models\kota_serang_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Jayapura,kota_jayapura,2009,0.9461032508399186,125.77537296483936,40.833333333333336,0.18444415571948,0.9461032508399186,125.77537296483936,True,C:\Users\ASUS\skripsi_carin\models\kota_jayapura_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Sibolga,kota_sibolga,2009,0.9458195476229501,54.701914303823735,28.15952823886926,0.13931183551511123,0.955487873030066,49.581582602145055,True,C:\Users\ASUS\skripsi_carin\models\kota_sibolga_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Batam,kota_batam,2009,0.9432236905264088,30.308955799963957,13.323438342024101,0.06898903590315736,0.9484956435898536,28.867513459481287,True,C:\Users\ASUS\skripsi_carin\models\kota_batam_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Tanjung Pandan,kota_tanjung_pandan,2009,0.9423515417136799,74.77719648782616,18.421430035051404,0.10079371433684213,0.9430098348605753,74.34902674398487,True,C:\Users\ASUS\skripsi_carin\models\kota_tanjung_pandan_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Tanjung Pinang,kota_tanjung_pinang,2009,0.9423515417136799,74.77719648782616,18.421430035051404,0.10079371433684213,0.9430098348605753,74.34902674398487,True,C:\Users\ASUS\skripsi_carin\models\kota_tanjung_pinang_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Lhokseumawe,kota_lhokseumawe,2009,0.9414693477310471,13.524359073186346,4.094440746589013,0.01943998364410532,0.9422222222222222,13.437096247164249,True,C:\Users\ASUS\skripsi_carin\models\kota_lhokseumawe_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Kupang,kota_kupang,2009,0.9410443746256316,50.09408228694198,10.515182001566124,0.05178177478877869,0.9409393150555801,50.13869652163774,True,C:\Users\ASUS\skripsi_carin\models\kota_kupang_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Bungo,kab._bungo,2009,0.9410022714684932,29.409404507458234,10.521053617793465,0.050959250872950626,0.944103792205058,28.625940062196115,True,C:\Users\ASUS\skripsi_carin\models\kab._bungo_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kab. Cilacap,kab._cilacap,2009,0.9405348153758631,70.82951193349565,46.47024619984285,0.22142809150702977,0.9697085822939713,50.55250296034367,True,C:\Users\ASUS\skripsi_carin\models\kab._cilacap_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Metro,kota_metro,2009,0.9394883747398569,79.6557056612874,43.726061886461444,0.20978767311969315,0.9446332764016634,76.19419633774974,True,C:\Users\ASUS\skripsi_carin\models\kota_metro_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Manado,kota_manado,2009,0.9378641177369059,47.81299685507073,15.678992526850985,0.08657149907194377,0.9384673461683655,47.58034141206733,True,C:\Users\ASUS\skripsi_carin\models\kota_manado_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
Kota Ternate,kota_ternate,2009,0.9336475614255022,7.533108143347089,2.5450261226754165,0.011653272280559792,0.9350415012630819,7.453559924999299,True,C:\Users\ASUS\skripsi_carin\models\kota_ternate_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",ok
