city,entity,n,r2,rmse,mae,mape_pct,saved,model_path,best_params,train_seconds,train_hms
Kota Gunung Sitoli,kota_gunung_sitoli,2009,0.4627398149166988,79.53531028420723,25.570185192578478,0.11135055909507506,False,,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",57.14914180000005,0:00:57
Kota Jakarta Pusat,kota_jakarta_pusat,2009,0.9736906985332163,29.763505421874658,21.08745922643951,0.10098014814341266,True,C:\Users\ASUS\skripsi_carin\models\kota_jakarta_pusat_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",71.86301850000018,0:01:12
Kota Jambi,kota_jambi,2009,0.9673753616859532,55.316172359811645,13.153868909064457,0.06429960695632207,True,C:\Users\ASUS\skripsi_carin\models\kota_jambi_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",67.52768149999974,0:01:08
Kota Jayapura,kota_jayapura,2009,0.9461032508399186,125.77537296483936,40.833333333333336,0.18444415571948,True,C:\Users\ASUS\skripsi_carin\models\kota_jayapura_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",68.9420667999998,0:01:09
Kab. Jayawijaya,kab._jayawijaya,2009,0.9829482865291463,56.0257877132387,8.88888888888889,0.028296814189815066,True,C:\Users\ASUS\skripsi_carin\models\kab._jayawijaya_gbm_delta.pack.joblib,"{""learning_rate"": 0.03, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",31.91602150000017,0:00:32
Kab. Jember,kab._jember,2009,0.8869129929392229,116.43963996363814,60.10200849134045,0.30072597727263056,True,C:\Users\ASUS\skripsi_carin\models\kab._jember_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",74.43522979999989,0:01:14
Kab. Sintang,kab._sintang,2009,0.7902962601571306,62.025980219761315,17.5,0.08021332947531873,True,C:\Users\ASUS\skripsi_carin\models\kab._sintang_gbm_delta.pack.joblib,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",53.44146460000002,0:00:53
Kab. Karanganyar,kab._karanganyar,2009,0.9804557240318851,42.23621380765263,38.964552433757795,0.18975222244371487,True,C:\Users\ASUS\skripsi_carin\models\kab._karanganyar_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",70.25724330000003,0:01:10
Kota Kediri,kota_kediri,2009,0.8490973546398233,55.444304097034575,37.02953208665363,0.18258737590287621,True,C:\Users\ASUS\skripsi_carin\models\kota_kediri_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",72.96224840000014,0:01:13
Kota Kendari,kota_kendari,2009,0.9575256938510615,34.44082429317236,10.590365210621874,0.051443002725037226,True,C:\Users\ASUS\skripsi_carin\models\kota_kendari_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",69.4315673000001,0:01:09
Kab.Klaten,kab.klaten,2009,0.9856453738042414,29.545738677853024,24.10370497528062,0.12687833917489177,True,C:\Users\ASUS\skripsi_carin\models\kab.klaten_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",69.83788800000002,0:01:10
Kab Kotabaru,kab_kotabaru,2009,0.9851035571987509,33.95258131243894,4.722222222222222,0.021420579636100185,True,C:\Users\ASUS\skripsi_carin\models\kab_kotabaru_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",40.813112600000295,0:00:41
Kotamobagu,kotamobagu,2009,0.899736798871324,39.03716286438375,16.48451419924675,0.08413889026662948,True,C:\Users\ASUS\skripsi_carin\models\kotamobagu_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",55.87932899999987,0:00:56
Kab. Kudus,kab._kudus,2009,0.9169041344914425,77.78480193973628,30.034567017798853,0.15117127996539576,True,C:\Users\ASUS\skripsi_carin\models\kab._kudus_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",68.73944589999974,0:01:09
Kota Kupang,kota_kupang,2009,0.9410443746256316,50.09408228694198,10.515182001566124,0.05178177478877869,True,C:\Users\ASUS\skripsi_carin\models\kota_kupang_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",63.699407000000065,0:01:04
Kota Lhokseumawe,kota_lhokseumawe,2009,0.9414693477310471,13.524359073186346,4.094440746589013,0.01943998364410532,True,C:\Users\ASUS\skripsi_carin\models\kota_lhokseumawe_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",66.8998544000001,0:01:07
Kab. Lombok Timur,kab._lombok_timur,2009,0.9633895039222778,116.55048973422433,28.456339608589687,0.13395650371935855,True,C:\Users\ASUS\skripsi_carin\models\kab._lombok_timur_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",58.79333829999996,0:00:59
 Kota Lubuk Linggau,kota_lubuk_linggau,2009,0.2790328167701477,85.78678602879188,22.009968945445145,0.108952853747542,False,,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",63.93893230000003,0:01:04
Kota Madiun,kota_madiun,2009,0.7078987496927491,43.43267303379768,10.699964840606704,0.053718990413574454,True,C:\Users\ASUS\skripsi_carin\models\kota_madiun_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",65.87949260000005,0:01:06
Kab. Majene,kab._majene,2009,0.9701276027689204,42.61565714193111,20.01664968310025,0.09927063159416122,True,C:\Users\ASUS\skripsi_carin\models\kab._majene_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",54.740181699999994,0:00:55
Kota Makassar,kota_makassar,2009,0.7098339873277801,132.14383684572385,17.477104324263927,0.08709519593687753,True,C:\Users\ASUS\skripsi_carin\models\kota_makassar_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",69.50482729999976,0:01:10
Kota Malang,kota_malang,2009,0.9693050413781981,64.18862853041632,40.066411311274045,0.19030918949751582,True,C:\Users\ASUS\skripsi_carin\models\kota_malang_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",71.88117140000031,0:01:12
Kota Mamuju,kota_mamuju,2009,0.7450493015789961,171.00188627456671,36.97058648498755,0.18383563796801228,True,C:\Users\ASUS\skripsi_carin\models\kota_mamuju_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",68.3242494000001,0:01:08
Kota Manado,kota_manado,2009,0.9378641177369059,47.81299685507073,15.678992526850985,0.08657149907194377,True,C:\Users\ASUS\skripsi_carin\models\kota_manado_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",69.3188809000003,0:01:09
Kab. Manokwari,kab._manokwari,2009,0.8187572604821356,252.21243250702594,32.77777777777778,0.13606353876995092,True,C:\Users\ASUS\skripsi_carin\models\kab._manokwari_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",53.60339579999982,0:00:54
Kota Mataram,kota_mataram,2009,0.6705314748961979,158.90248582070703,36.111111111111114,0.1672143412081058,True,C:\Users\ASUS\skripsi_carin\models\kota_mataram_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",72.93851180000001,0:01:13
Kota Maumere,kota_maumere,2009,0.9739731028839517,53.99998636000227,9.312085096772858,0.041884860494642726,True,C:\Users\ASUS\skripsi_carin\models\kota_maumere_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",73.83797550000008,0:01:14
Kota Medan,kota_medan,2009,0.9799992597430807,35.304012386824304,23.643563141355784,0.11915359370020563,True,C:\Users\ASUS\skripsi_carin\models\kota_medan_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",81.14797050000016,0:01:21
Kab. Merauke,kab._merauke,2009,0.9656178146671316,78.18398838380743,9.228447281087695,0.041504478092511246,True,C:\Users\ASUS\skripsi_carin\models\kab._merauke_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",64.88809619999984,0:01:05
Kota Metro,kota_metro,2009,0.9394883747398569,79.6557056612874,43.726061886461444,0.20978767311969315,True,C:\Users\ASUS\skripsi_carin\models\kota_metro_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 3, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",76.3359504,0:01:16
Kota Meulaboh,kota_meulaboh,2009,0.9692918171755113,37.69564860483814,24.814224339119797,0.12192391013645365,True,C:\Users\ASUS\skripsi_carin\models\kota_meulaboh_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",72.32158320000053,0:01:12
Kab. Mimika,kab._mimika,2009,0.9604902690398956,70.64849642619237,19.806757311260135,0.0887635259335411,True,C:\Users\ASUS\skripsi_carin\models\kab._mimika_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",58.121399999999994,0:00:58
Kab. Nabire,kab._nabire,2009,0.9765487141069831,81.30873945100312,12.222222222222221,0.05515855785368414,True,C:\Users\ASUS\skripsi_carin\models\kab._nabire_gbm_delta.pack.joblib,"{""learning_rate"": 0.03, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",30.666877800000293,0:00:31
Kota Padang,kota_padang,2009,0.8994248029745933,48.43818668798263,32.514095358965356,0.16270238461105882,True,C:\Users\ASUS\skripsi_carin\models\kota_padang_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",69.78188899999986,0:01:10
Kota Padang Sidempuan,kota_padang_sidempuan,2009,0.0,4.426435874329639,3.724844804828556,0.01895595320523438,False,,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",63.731643999999505,0:01:04
Kota Palangkaraya,kota_palangkaraya,2009,0.9695339894033812,54.87918548958701,28.16436188193505,0.12979708199510356,True,C:\Users\ASUS\skripsi_carin\models\kota_palangkaraya_gbm_delta.pack.joblib,"{""learning_rate"": 0.03, ""loss"": ""huber"", ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 1000, ""random_state"": 42, ""subsample"": 1.0}",69.04879879999953,0:01:09
Kota Palembang,kota_palembang,2009,0.8187572604821356,252.21243250702594,32.77777777777778,0.13606353876995092,True,C:\Users\ASUS\skripsi_carin\models\kota_palembang_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",45.056179999999586,0:00:45
Kota Palu,kota_palu,2009,0.9863368385409149,64.50746324219105,26.49908027627943,0.12527629630540746,True,C:\Users\ASUS\skripsi_carin\models\kota_palu_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",65.78360900000007,0:01:06
Kota Pangkalpinang,kota_pangkalpinang,2009,0.9735616369980294,98.33715690144649,29.233768855994075,0.14953694895038885,True,C:\Users\ASUS\skripsi_carin\models\kota_pangkalpinang_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",65.53898049999952,0:01:06
Kota Pare -Pare,kota_pare_-pare,2009,0.9836549279330914,46.24812308503869,12.222222222222221,0.06291458043585994,True,C:\Users\ASUS\skripsi_carin\models\kota_pare_-pare_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",69.09411050000017,0:01:09
Kota Pekanbaru,kota_pekanbaru,2009,0.9243892264718954,52.99211538214045,32.197852719351694,0.16147971503872996,True,C:\Users\ASUS\skripsi_carin\models\kota_pekanbaru_gbm_delta.pack.joblib,"{""learning_rate"": 0.03, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 800, ""random_state"": 42, ""subsample"": 1.0}",71.89848809999967,0:01:12
Kota Pematang Siantar,kota_pematang_siantar,2009,0.8482958088990833,99.13365613969634,25.123493803883402,0.12216555598290799,True,C:\Users\ASUS\skripsi_carin\models\kota_pematang_siantar_gbm_delta.pack.joblib,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",345.9182000999999,0:05:46
Kab. Polewali Mandar,kab._polewali_mandar,2009,1.0,0.0,0.0,0.0,True,C:\Users\ASUS\skripsi_carin\models\kab._polewali_mandar_gbm_delta.pack.joblib,"{""learning_rate"": 0.03, ""loss"": ""huber"", ""max_depth"": 1, ""min_samples_leaf"": 1, ""n_estimators"": 400, ""random_state"": 42, ""subsample"": 1.0}",32.539633100000174,0:00:33
