date,y_hat
2025-07-02,20952.868244197714
2025-07-03,20955.73648839543
2025-07-04,20958.604732593143
2025-07-05,20961.472976790858
2025-07-06,20964.341220988572
2025-07-07,20954.0237604889
2025-07-08,20956.892004686615
2025-07-09,20959.76024888433
2025-07-10,20962.628493082044
2025-07-11,20965.49673727976
2025-07-12,20968.364981477473
2025-07-13,20971.233225675187
2025-07-14,20960.915765175516
2025-07-15,20963.78400937323
2025-07-16,20966.652253570945
2025-07-17,20969.52049776866
2025-07-18,20972.388741966373
2025-07-19,20975.256986164088
2025-07-20,20978.125230361802
2025-07-21,20967.80776986213
2025-07-22,20970.676014059845
2025-07-23,20973.54425825756
2025-07-24,20976.412502455274
2025-07-25,20979.28074665299
2025-07-26,20982.148990850703
2025-07-27,20985.017235048417
2025-07-28,20974.699774548746
2025-07-29,20977.56801874646
2025-07-30,20980.436262944175
2025-07-31,20983.30450714189
2025-08-01,20991.583386284045
2025-08-02,20999.8622654262
2025-08-03,21008.141144568355
2025-08-04,21003.234319013125
2025-08-05,21011.51319815528
2025-08-06,21019.792077297436
2025-08-07,21028.07095643959
2025-08-08,21036.349835581746
2025-08-09,21044.6287147239
2025-08-10,21052.907593866057
2025-08-11,21048.000768310827
2025-08-12,21056.279647452982
2025-08-13,21064.558526595138
2025-08-14,21072.837405737293
2025-08-15,21081.11628487945
2025-08-16,21089.395164021604
2025-08-17,21097.67404316376
2025-08-18,21092.76721760853
2025-08-19,21101.046096750684
2025-08-20,21109.32497589284
2025-08-21,21117.603855034995
2025-08-22,21125.88273417715
2025-08-23,21134.161613319306
2025-08-24,21142.44049246146
2025-08-25,21137.53366690623
2025-08-26,21145.812546048386
2025-08-27,21154.09142519054
2025-08-28,21162.370304332697
2025-08-29,21170.649183474852
2025-08-30,21178.928062617008
2025-08-31,21187.206941759163
2025-09-01,21182.300116203933
2025-09-02,21179.440527718332
2025-09-03,21176.580939232732
2025-09-04,21173.72135074713
2025-09-05,21170.86176226153
2025-09-06,21168.00217377593
2025-09-07,21165.14258529033
2025-09-08,21149.097292107344
2025-09-09,21146.237703621744
2025-09-10,21143.378115136144
2025-09-11,21140.518526650543
2025-09-12,21137.658938164943
2025-09-13,21134.799349679342
2025-09-14,21131.939761193742
2025-09-15,21115.894468010756
2025-09-16,21113.034879525156
2025-09-17,21110.175291039555
2025-09-18,21107.315702553955
2025-09-19,21104.456114068355
2025-09-20,21101.596525582754
2025-09-21,21098.736937097154
2025-09-22,21082.691643914168
2025-09-23,21079.832055428567
2025-09-24,21076.972466942967
2025-09-25,21074.112878457367
2025-09-26,21071.253289971766
2025-09-27,21068.393701486166
2025-09-28,21065.534113000565
2025-09-29,21049.48881981758
2025-09-30,21046.62923133198
2025-10-01,21043.76964284638
2025-10-02,21040.91005436078
2025-10-03,21038.050465875178
2025-10-04,21035.190877389578
2025-10-05,21043.469756531733
2025-10-06,21038.562930976503
2025-10-07,21046.841810118658
2025-10-08,21055.120689260813
2025-10-09,21063.39956840297
2025-10-10,21071.678447545124
2025-10-11,21079.95732668728
2025-10-12,21088.236205829435
2025-10-13,21083.329380274205
2025-10-14,21091.60825941636
2025-10-15,21099.887138558515
2025-10-16,21108.16601770067
2025-10-17,21116.444896842826
2025-10-18,21124.72377598498
2025-10-19,21133.002655127137
2025-10-20,21128.095829571907
2025-10-21,21136.374708714062
2025-10-22,21144.653587856217
2025-10-23,21152.932466998373
2025-10-24,21161.211346140528
2025-10-25,21169.490225282683
2025-10-26,21177.76910442484
2025-10-27,21172.86227886961
2025-10-28,21181.141158011764
2025-10-29,21189.42003715392
